sycones |A division of calcareous sponges. Note: They usually resemble a fig, being vase-shaped with a fringed opening at the summit. The feeding cells are in ampullæ connected with radial tubes in the thickened walls of the body.
syconium |A collective fleshy fruit, in which the ovaries are hidden within a hollow receptacle, as in the fig.
syconus |A collective fleshy fruit, in which the ovaries are hidden within a hollow receptacle, as in the fig.
sycophancy |The character or characteristic of a sycophant. Hence: - (a) False accusation; calumniation; talebearing. [Obs.] Bp. Hall. (b) Obsequious flattery; servility. The sycophancy of A.Philips had prejudiced Mr. Addison against Pope. Bp. Warburton.
sycophant |1. An informer; a talebearer. [Obs.] \"Accusing sycophants, of all men, did best sort to his nature.\" Sir P. Sidney. 2. A base parasite; a mean or servile flatterer; especially, a flatterer of princes and great men. A sycophant will everything admire: Each verse, each sentence, sets his soul on fire. Dryden.\n\n1. To inform against; hence, to calumniate. [Obs.] Sycophanting and misnaming the work of his adversary. Milton. 2. To play the sycophant toward; to flatter obsequiously.\n\nTo play the sycophant.
sycophantcy |Sycophancy. [Obs.]
sycophantic |Of or pertaining to a sycophant; characteristic of a sycophant; meanly or obsequiously flattering; courting favor by mean adulation; parasitic. To be cheated and ruined by a sycophantical parasite. South. Sycophantic servants to the King of Spain. De Quincey.
sycophantical |Of or pertaining to a sycophant; characteristic of a sycophant; meanly or obsequiously flattering; courting favor by mean adulation; parasitic. To be cheated and ruined by a sycophantical parasite. South. Sycophantic servants to the King of Spain. De Quincey.
sycophantish |Like a sycophant; obsequiously flattering. -- Syc\"o*phant`ish*ly, adv. Sycophantish satirists that forever humor the prevailing folly. De Quincey.
sycophantism |Sycophancy.
sycophantize |To play the sycophant.
sycophantry |Sycophancy. [Obs.]
sycosis |A pustular eruption upon the scalp, or the beared part of the face, whether due to ringworm, acne, or impetigo.
syderolite |A kind of Bohemian earthenware resembling the Wedgwood ware.
sye |Saw. Chaucer.
syenite |(a) Orig., a rock composed of quartz, hornblende, and feldspar, anciently quarried at Syene, in Upper Egypt, and now called granite. (b) A granular, crystalline, ingeous rock composed of orthoclase and hornblende, the latter often replaced or accompanied by pyroxene or mica. Syenite sometimes contains nephelite (elæolite) or leucite, and is then called nephelite (elæolite) syenite or leucite syenite.
syenitic |1. Relating to Syene; as, Syenitic inscriptions. 2. Relating to, or like, syenite; as, syenitic granite.
syke |See Sike. [Obs.] Chaucer.
syker |See Sicker. [Obs.]
syle |A young herring (Clupea harengus). [Also written sile.] But our folk call them syle, and nought but syle, And when they're grown, why then we call them herring. J. Ingelow.
syllabarium |A syllabary.
