hydrochloric |Pertaining to, or compounded of, chlorine and hydrogen gas; as, hydrochloric acid; chlorhydric. Hydrochloric acid (Chem.), hydrogen chloride; a colorless, corrosive gas, HCl, of pungent, suffocating odor. It is made in great quantities in the soda process, by the action of sulphuric acid on common salt. It has a great affinity for water, and the commercial article is a strong solution of the gas in water. It is a typical acid, and is an indispensable agent in commercial and general chemical work. Called also muriatic, and chlorhydric, acid.
hydrochloride |A compound of hydrochloric acid with a base; -- distinguished from a chloride, where only chlorine unites with the base.
hydrocorallia |A division of Hydroidea, including those genera that secrete a stony coral, as Millepora and Stylaster. Two forms of zooids in life project from small pores in the coral and resemble those of other hydroids. See Millepora.
hydrocyanate |See Hydrocyanide.
hydrocyanic |Pertaining to, or derived from the combination of, hydrogen and cyanogen. Hydrocyanic acid (Chem.), a colorless, mobile, volatile liquid, HCN, having a characteristic peach-blossom odor. It is one of the most deadly poisons. It is made by the action of sulphuric acid on yellow prussiate of potassium (potassium ferrocyanide), and chemically resembles hydrochloric and hydrobromic acids. Called also prussic acid, hydrogen cyanide, etc.
hydrocyanide |A compound of hydrocyanic acid with a base; -- distinguished from a cyanide, in which only the cyanogen so combines.
hydrodynamic |Pertaining to, or derived from, the dynamical action of water of a liquid; of or pertaining to water power. Hydrodynamic friction, friction produced by the viscosity of a liquid in motion.
hydrodynamical |Pertaining to, or derived from, the dynamical action of water of a liquid; of or pertaining to water power. Hydrodynamic friction, friction produced by the viscosity of a liquid in motion.
hydrodynamics |That branch of the science of mechanics which relates to fluids, or, as usually limited, which treats of the laws of motion and action of nonelastic fluids, whether as investigated mathematically, or by observation and experiment; the principles of dynamics, as applied to water and other fluids. Note: The word is sometimes used as a general term, including both hydrostatics and hydraulics, together with pneumatics and acoustics. See Hydraulics.
hydrodynamometer |An instrument to measure the velocity of a liquid current by the force of its impact.
hydroferricyanic |Pertaining to, or containing, or obtained from, hydrogen, ferric iron, and cyanogen; as, hydroferricyanic acid. See Ferricyanic.
hydroferrocyanic |Pertaining to, or containing, or obtained from, hydrogen, ferrous iron, and cyanogen; as, hydroferrocyanic acid. See Ferrocyanic.
hydrofluate |A supposed compound of hydrofluoris acid and a base; a fluoride. [Archaic]
hydrofluoric |Pertaining to, or containing, hydrogen and fluorine; fluohydric; as, hydrofluoric acid. Hydrofluoric acid (Chem.), a colorless, mobile, volatile liquid, HF, very corrosive in its action, and having a strong, pungent, suffocating odor. It is produced by the action of sulphuric acid on fluorite, and is usually collected as a solution in water. It attacks all silicates, as glass or porcelain, is the agent employed in etching glass, and is preserved only in vessels of platinum, lead, caoutchouc, or gutta-percha.
hydrofluosilicate |A salt of hydrofluosilic acid; a silicofluoride. See Silicofluoride.
hydrofluosilicic |Pertaining to, or denoting, a compound consisting of a double fluoride of hydrogen and silicon; silicofluoric. See Silicofluoric.
hydrogalvanic |Pertaining to, produced by, or consisting of, electricity evolved by the action or use of fluids; as, hydrogalvanic currents. [R.]
hydrogen |A gaseous element, colorless, tasteless, and odorless, the lightest known substance, being fourteen and a half times lighter than air (hence its use in filling balloons), and over eleven thousand times lighter than water. It is very abundant, being an ingredient of water and of many other substances, especially those of animal or vegetable origin. It may by produced in many ways, but is chiefly obtained by the action of acids (as sulphuric) on metals, as zinc, iron, etc. It is very inflammable, and is an ingredient of coal gas and water gas. It is standard of chemical equivalents or combining weights, and also of valence, being the typical monad. Symbol H. Atomic weight 1. Note: Although a gas, hydrogen is chemically similar to the metals in its nature, having the properties of a weak base. It is, in all acids, the base which is replaced by metals and basic radicals to form salts. Like all other gases, it is condensed by great cold and pressure to a liquid which freezes and solidifies by its own evaporation. It is absorbed in large quantities by certain metals (esp. palladium), forming alloy-like compounds; hence, in view of quasi-metallic nature, it is sometimes called hydrogenium. It is the typical reducing agent, as opposed to oxidizers, as oxygen, chlorine, etc. Bicarbureted hydrogen, an old name for ethylene. -- Carbureted hydrogen gas. See under Carbureted. -- Hydrogen dioxide, a thick, colorless liquid, H2O2, resembling water, but having a bitter, sour taste, produced by the action of acids on barium peroxide. It decomposes into water and oxygen, and is manufactured in large quantities for an oxidizing and bleaching agent. Called also oxygenated water. -- Hydrogen oxide, a chemical name for water, H -- Hydrogen sulphide, a colorless inflammable gas, H2S, having the characteristic odor of bad eggs, and found in many mineral springs. It is produced by the action of acids on metallic sulphides, and is an important chemical reagent. Called also sulphureted hydrogen.
hydrogenate |To hydrogenize.
hydrogenation |The act of combining with hydrogen, or the state of being so combined.
hydrogenide |A binary compound containing hydrogen; a hydride. [R.] See Hydride.
hydrogenium |Hydrogen; -- called also in view of its supposed metallic nature. Graham.
hydrogenize |To combine with hydrogen; to treat with, or subject to the action of, hydrogen; to reduce; -- contrasted with oxidize.
hydrogenous |Of or pertaining to hydrogen; containing hydrogen.
hydrognosy |A treatise upon, or a history and description of, the water of the earth.
hydrogode |The negative pole or cathode. [R.]
hydrographer |One skilled in the hydrography; one who surveys, or draws maps or charts of, the sea, lakes, or other waters, with the adjacent shores; one who describes the sea or other waters. Boyle.
hydrographic |Of or relating to hydrography.
hydrographical |Of or relating to hydrography.
hydrography |1. The art of measuring and describing the sea, lakes, rivers, and other waters, with their phenomena. 2. That branch of surveying which embraces the determination of the contour of the bottom of a harbor or other sheet of water, the depth of soundings, the position of channels and shoals, with the construction of charts exhibiting these particulars.
hydroguret |A hydride. [Obs.]
hydroid |Related to, or resembling, the hydra; of or pertaining to the Hydroidea. -- n.  One of the Hydroideas.
hydroidea |An extensive order of Hydrozoa or Acalephæ. [Written also Hydroida.] Note: This order includes the hydras and the free-swimming hydromedusæ, together with a great variety of marine attached hydroids, many of which grow up into large, elegantly branched forms, consisting of a vast number of zooids (hydranths, gonophores, etc.), united by hollow stems. All the zooids of a colony are produced from one primary zooid, by successive buddings. The Siphonophora have also been included in this order by some writers. See Gymnoblastea, Hydromedusa, Gonosome, Gonotheca.
hydrokinetic |Of or pertaining to the motions of fluids, or the forces which produce or affect such motions; -- opposed to hydrostatic. Sir W. Thomson.
hydrological |Of or pertaining to hydrology.
hydrologist |One skilled in hydrology.
hydrology |The science of water, its properties, phenomena, and distribution over the earth's surface.
hydrolysis |A chemical process involving the addition of the elements of water.
hydrolytic |Tending to remove or separate water; eliminating water. Hydrolytic agents, such as sulphuric acid or caustic alkali. Encyc. Brit. Hydrolitic ferment (Physiol. Chem.), a ferment, enzyme, or chemical ferment, which acts only in the presence of water, and which causes the substance acted upon to take up a molecule of water. Thus, diastase of malt, ptyalin of saliva, and boiling dilute sulphuric acid all convert starch by hydration into dextrin and sugar. Nearly all of the digestive ferments are hydrolytic in their action.
hydromagnesite |A hydrous carbonate of magnesia occurring in white, early, amorphous masses.
hydromancy |Divination by means of water, -- practiced by the ancients.
hydromantic |Of or pertaining to divination by water.
hydromechanics |That branch of physics which treats of the mechanics of liquids, or of their laws of equilibrium and of motion.
hydromedusa |Any medusa or jellyfish which is produced by budding from a hydroid. They are called also Craspedota, and naked-eyed medusæ. Note: Such medusæ are the reproductive zooids or gonophores, either male or female, of the hydroid from which they arise, whether they become free or remain attached to the hydroid colony. They in turn produce the eggs from which the hydroids are developed. The name is also applied to other similar medusæ which are not known to bud from a hydroid colony, and even to some which are known to develop directly from the eggs, but which in structure agree essentially with those produced from hydroids. See Hydroidea, and Gymnoblastea.
hydromel |A liquor consisting of honey diluted in water, and after fermentation called mead.
hydromellonic |See Cyamellone.
hydrometallurgical |Of or pertaining to hydrometallurgy; involving the use of liquid reagents in the treatment or reduction of ores. -- Hy`dro*met`al*lur\"gic*al*ly, adv.
hydrometallurgy |The art or process of assaying or reducing ores by means of liquid reagents.
hydrometeor |A meteor or atmospheric phenomenon dependent upon the vapor of water; -- in the pl., a general term for the whole aqueous phenomena of the atmosphere, as rain, snow, hail, etc. Nichol.
hydrometeorological |Of or pertaining to hydrometeorology, or to rain, clouds, storms, etc.
hydrometeorology |That branch of meteorology which relates to, or treats of, water in the atmosphere, or its phenomena, as rain, clouds, snow, hail, storms, etc.
hydrometer |1. (Physics)  An instrument for determining the specific gravities of liquids, and thence the strength spirituous liquors, saline solutions, etc. Note: It is usually made of glass with a graduated stem, and indicates the specific gravity of a liquid by the depth to which it sinks in it, the zero of the scale marking the depth to which it sinks in pure water. Extra weights are sometimes used to adapt the scale to liquids of different densities. 2. An instrument, variously constructed, used for measuring the velocity or discharge of water, as in rivers, from reservoirs, etc., and called by various specific names according to its construction or use, as tachometer, rheometer, hydrometer, pendulum, etc.; a current gauge.
hydrometric |1. Of or pertaining to an hydrometer, or to the determination of the specific gravity of fluids. 2. Of or pertaining to measurement of the velocity, discharge, etc., of running water. 3. Made by means of an hydrometer; as, hydrometric observations. Hydrometric pendulum, a species of hydrometer consisting of a hollow ball of ivory or metal suspended by a treated from the center of a graduated quadrant, and held in a stream to measure the velocity of the water by the inclination given to the thread; a kind of current gauge.
