ouzel |Same as Ousel. The mellow ouzel fluted in the elm. Tennyson.
ova |See Ovum.
oval |1. Of or pertaining to eggs; done in the egg, or inception; as, oval conceptions. [Obs.] 2. Having the figure of an egg; oblong and curvilinear, with one end broader than the other, or with both ends of about the same breadth; in popular usage, elliptical. 3. (Bot.)  Broadly elliptical. Oval chuck (Mech.), a lathe chuck so constructed that work attached to it, and cut by the turning tool in the usual manner, becomes of an oval form.\n\nA body or figure in the shape of an egg, or popularly, of an ellipse. Cassinian oval (Geom.), the locus of a point the product of whose distances from two fixed points is constant; -- so called from Cassini, who first investigated the curve. Thus, in the diagram, if P moves so that P A.P B is constant, the point P describes a Cassinian oval. The locus may consist of a single closed line, as shown by the dotted line, or of two equal ovals about the points A and B.
ovalbumen |The albumin from white of eggs; egg albumin; -- in distinction from serum albumin. See Albumin.
ovalbumin |The albumin from white of eggs; egg albumin; -- in distinction from serum albumin. See Albumin.
ovaliform |Having the form of an egg; having a figure such that any section in the direction of the shorter diameter will be circular, and any in the direction of the longer diameter will be oval.
ovally |In an oval form.
ovant |Exultant. [Obs.] Holland.
ovarial |Of or pertaining to an ovary.
ovarian |Of or pertaining to an ovary.
ovariole |One of the tubes of which the ovaries of most insects are composed.
ovariotomist |One who performs, or is skilled in, ovariotomy.
ovariotomy |The operation of removing one or both of the ovaries; oöphorectomy.
ovarious |Consisting of eggs; as, ovarious food. [R.] Thomson.
ovaritis |Inflammation of the ovaries.
ovarium |An ovary. See Ovary.
ovary |1. (Bot.)  That part of the pistil which contains the seed, and in most flowering plants develops into the fruit. See Illust. of Flower. 2. (Zoöl. & Anat.)  The essential female reproductive organ in which the ova are produced. See Illust. of Discophora.
ovate |1. Shaped like an egg, with the lower extremity broadest. 2. (Bot.)  Having the shape of an egg, or of the longitudinal sectior of an egg, with the broader end basal. Gray.
ovate-acuminate |Having an ovate form, but narrowed at the end into a slender point.
ovate-cylindraceous |Having a form intermediate between ovate and cylindraceous.
ovate-lanceolate |Having a form intermediate between ovate and lanceolate.
ovate-oblong |Oblong. with one end narrower than the other; ovato-oblong.
ovate-rotundate |Having a form intermediate between that of an egg and a sphere; roundly ovate.
ovate-subulate |Having an ovate form, but with a subulate tip or extremity.
ovated |Ovate.
ovation |1. (Rom. Antiq.)  A lesser kind of triumph allowed to a commander for an easy, bloodless victory, or a victory over slaves. 2. Hence: An expression of popular homage; the tribute of the multitude to a public favorite. To rain an April of ovation round Their statues. Tennyson.
ovato-acuminate |Same as Ovate-acuminate.
