veneration |The act of venerating, or the state of being venerated; the highest degree of respect and reverence; respect mingled with awe; a feeling or sentimental excited by the dignity, wisdom, or superiority of a person, by sacredness of character, by consecration to sacred services, or by hallowed associations. We find a secret awe and veneration for one who moves about us in regular and illustrious course of virtue. Addison. Syn. -- Awe; reverence; respect. See Reverence.
venerator |One who venerates. Jer. Taylor
venereal |1. Of or pertaining to venery, or sexual love; relating to sexual intercourse. Into the snare I fell Of fair, fallacious looks, venereal trains, Softened with pleasure and voluptuous life. Milton. 2. (Med.) (a) Arising from sexual intercourse; as, a venereal disease; venereal virus or poison. (b) Adapted to the cure of venereal diseases; as, venereal medicines. 3. Adapted to excite venereal desire; aphrodisiac. 4. Consisting of, or pertaining to, copper, formerly called by chemists Venus. [Obs.] Boyle.\n\nThe venereal disease; syphilis.
venerean |Devoted to the offices of Venus, or love; venereal. [Obs.] \"I am all venerean in feeling.\" Chaucer.
venereous |1. Venereal; exciting lust; aphrodisiac. [Obs.] 2. Lustful; lascivious; libidinous. [R.] Derham.
venerous |Venereous. [Obs.] Burton.
venery |Sexual love; sexual intercourse; coition. Contentment, without the pleasure of lawful venery, is continence; of unlawful, chastity. Grew.\n\nThe art, act, or practice of hunting; the sports of the chase. \"Beasts of venery and fishes.\" Sir T. Browne. I love hunting and venery. Chaucer.
venesection |The act or operation of opening a vein for letting blood; bloodletting; phlebotomy.
venetian |Of or pertaining to Venice in Italy. Venetian blind, a blind for windows, doors, etc., made of thin slats, either fixed at a certain angle in the shutter, or movable, and in the latter case so disposed as to overlap each other when close, and to show a series of open spaces for the admission of air and light when in other positions. -- Venetian carpet, an inexpensive carpet, used for passages and stairs, having a woolen warp which conceals the weft; the pattern is therefore commonly made up of simple stripes. -- Venetian chalk, a white compact or steatite, used for marking on cloth, etc. -- Venetian door (Arch.), a door having long, narrow windows or panes of glass on the sides. -- Venetian glass, a kind of glass made by the Venetians, for decorative purposes, by the combination of pieces of glass of different colors fused together and wrought into various ornamental patterns. -- Venetian red, a brownish red color, prepared from sulphate of iron; -- called also scarlet ocher. -- Venetian soap. See Castile soap, under Soap. -- Venetian sumac (Bot.), a South European tree (Rhus Cotinus) which yields the yellow dyewood called fustet; -- also called smoke tree. -- Venetian window (Arch.), a window consisting of a main window with an arched head, having on each side a long and narrow window with a square head.\n\nA native or inhabitant of Venice.
venew |A bout, or turn, as at fencing; a thrust; a hit; a veney. [Obs.] Fuller.
veney |A bout; a thrust; a venew. [Obs.] Beau. & Fl. Three veneys for a dish of stewed prunes. Shak.
venge |To avenge; to punish; to revenge. [Obs.] See Avenge, and Revenge. Chaucer. \"To venge me, as I may.\" Shak.
vengeable |Revengeful; deserving revenge. [Obs.] Spenser. -- Venge\"a*bly, adv. [Obs.]
vengeance |1. Punishment inflicted in return for an injury or an offense; retribution; -- often, in a bad sense, passionate or unrestrained revenge. To me belongeth vengeance and recompense. Deut. xxxii. 35. To execute fierce vengeance on his foes. Milton. 2. Harm; mischief. [Obs.] Shak. What a vengeance, or What the vengeance, what! -- emphatically. [Obs.] \"But what a vengeance makes thee fly!\" Hudibras. \"What the vengeance! Could he not speak 'em fair\" Shak. -- With a vengeance, with great violence; as, to strike with a vengeance. [Colloq.]
vengeancely |Extremely; excessively. [Obs.] \"He loves that vengeancely.\" Beau. & Fl.
vengeful |Vindictive; retributive; revengeful. \"Vengeful ire.\" Milton. -- Venge\"ful*ly, adv.
vengement |Avengement; penal retribution; vengeance. [Obs.] Spenser.
venger |An avenger. [Obs.] Spenser.
veniable |Venial; pardonable. [Obs.] Sir T. Browne. -- Ve\"ni*a*bly, adv. [Obs.] Sir T. Browne.
venial |1. Capable of being forgiven; not heinous; excusable; pardonable; as, a venial fault or transgression. So they do nothing, 't is a venial slip. Shak. 2. Allowed; permitted. [Obs.] \"Permitting him the while venial discourse unblamed.\" Milton. Venial sin (R. C. Theol.), a sin which weakens, but does not wholly destroy, sanctifying grace, as do mortal, or deadly, sins. -- Ve\"ni*al*ly, adv. -- Ve\"ni*al*ness, n. Bp. Hall.
veniality |The quality or state of being venial; venialness. Jer. Taylor.
venin |A toxic substance contained in the venom of poisonous snakes; also, a (supposedly identical) toxic substance obtained by the cleavage of an albumose.
venire facias |(a) A judicial writ or precept directed to the sheriff, requiring him to cause a certain number of qualified persons to appear in court at a specified time, to serve as jurors in said court. (b) A writ in the nature of a summons to cause the party indicted on a penal statute to appear. Called also venire.
venison |1. Beasts of the chase. [Obs.] Fabyan. 2. Formerly, the flesh of any of the edible beasts of the chase, also of game birds; now, the flesh of animals of the deer kind exclusively.
venite |The 95th Psalm, which is said or sung regularly in the public worship of many churches. Also, a musical composition adapted to this Psalm.
venom |1. Matter fatal or injurious to life; poison; particularly, the poisonous, the poisonous matter which certain animals, such as serpents, scorpions, bees, etc., secrete in a state of health, and communicate by thing or stinging. Or hurtful worm with cankered venom bites. Milton. 2. Spite; malice; malignity; evil quality. Chaucer. \"The venom of such looks.\" Shak. Syn. -- Venom; virus; bane. See Poison.\n\nTo infect with venom; to envenom; to poison. [R.] \"Venomed vengeance.\" Shak.
venomous |1. Full of venom; noxious to animal life; poisonous; as, the bite of a serpent may be venomous. 2. (Zoöl.)  Having a poison gland or glands for the secretion of venom, as certain serpents and insects. 3. Noxious; mischievous; malignant; spiteful; as, a venomous progeny; a venomous writer. Venomous snake (Zoöl.), any serpent which has poison glands and fangs, whether dangerous to man or not. These serpents constitute two tribes, the viperine serpents, or Solenoglypha, and the cobralike serpents, or Proteroglypha. The former have perforated, erectile fangs situated in the front part of the upper jaw, and are without ordinary teeth behind the fangs; the latter have permanently erect and grooved fangs, with ordinary maxillary teeth behind them. -- Ven\"om*ous*ly, adv. -- Ven\"om*ous*ness, n.
venose |Having numerous or conspicuous veins; veiny; as, a venose frond.
venosity |1. The quality or state of being venous. 2. (Med.)  A condition in which the circulation is retarded, and the entire mass of blood is less oxygenated than it normally is.
venous |1. (Anat.)  Of or pertaining to a vein or veins; as, the venous circulation of the blood. 2. Contained in the veins, or having the same qualities as if contained in the veins, that is, having a dark bluish color and containing an insufficient amount of oxygen so as no longer to be fit for oxygenating the tissues; -- said of the blood, and opposed to arterial. 3. Marked with veins; veined; as, a venous leaf. Venous leaf (Bot.), a leaf having vessels branching, or variously divided, over its surface. -- Venous hum (Med.), a humming sound, or bruit, heard during auscultation of the veins of the neck in anæmia. -- Venous pulse (Physiol.), the pulse, or rhythmic contraction, sometimes seen in a vein, as in the neck, when there is an obstruction to the passage of blood from the auricles to the ventricles, or when there is an abnormal rigidity in the walls of the greater vessels. There is normally no pulse in a vein.
vent |Sale; opportunity to sell; market. [Obs.] Shelton. There is no vent for any commodity but of wool. Sir W. Temple.\n\nTo sell; to vend. [Obs.] Therefore did those nations vent such spice. Sir W. Raleigh.\n\nA baiting place; an inn. [Obs.]\n\nTo snuff; to breathe or puff out; to snort. [Obs.] Spenser.\n\n1. A small aperture; a hole or passage for air or any fluid to escape; as, the vent of a cask; the vent of a mold; a volcanic vent. Look, how thy wounds do bleed at many vents. Shak. Long't was doubtful, both so closely pent, Which first should issue from the narrow vent. Pope. 2. Specifically: --(a) (Zoöl.)  The anal opening of certain invertebrates and fishes; also, the external cloacal opening of reptiles, birds, amphibians, and many fishes. (b) (Gun.) The opening at the breech of a firearm, through which fire is communicated to the powder of the charge; touchhole. (c) (Steam Boilers) Sectional area of the passage for gases divided by the length of the same passage in feet. 3. Fig.: Opportunity of escape or passage from confinement or privacy; outlet. 4. Emission; escape; passage to notice or expression; publication; utterance. Without the vent of words. Milton. Thou didst make tolerable vent of thy travel. Shak. To give vent to, to suffer to escape; to let out; to pour forth; as, to give vent to anger. -- To take vent, to escape; to be made public. [R.] -- Vent feather (Zoöl.), one of the anal, or crissal, feathers of a bird. -- Vent field (Gun.), a flat raised surface around a vent. -- Vent piece. (Gun.) (a) A bush. See 4th Bush, n, 2. (b) A breech block.\n\n1. To let out at a vent, or small aperture; to give passage or outlet to. 2. To suffer to escape from confinement; to let out; to utter; to pour forth; as, to vent passion or complaint. The queen of heaven did thus her fury vent. Dryden. 3. To utter; to report; to publish. [Obs.] By mixing somewhat true to vent more lies. Milton. Thou hast framed and vented very curious orations. Barrow. 4. To scent, as a hound. [Obs.] Turbervile. 5. To furnish with a vent; to make a vent in; as, to vent. a mold.
ventage |A small hole, as the stop in a flute; a vent. Shak.
ventail |That part of a helmet which is intended for the admission of air, -- sometimes in the visor. Spenser. Her ventail up so high that he descried Her goodly visage and her beauty's pride. Fairfax.
venter |One who vents; one who utters, reports, or publishes. [R.] Barrow.\n\n1. (Anat.) (a) The belly; the abdomen; -- sometimes applied to any large cavity containing viscera. (b) The uterus, or womb. (c) A belly, or protuberant part; a broad surface; as, the venter of a muscle; the venter, or anterior surface, of the scapula. 2. (Zoöl.)  The lower part of the abdomen in insects. 3. (Rom. & O. E. Law)  A pregnant woman; a mother; as, A has a son B by one venter, and a daughter C by another venter; children by different venters.
venthole |A touchhole; a vent.
ventiduct |A passage for wind or air; a passage or pipe for ventilating apartments. Gwilt.
ventilate |1. To open and expose to the free passage of air; to supply with fresh air, and remove impure air from; to air; as, to ventilate a room; to ventilate a cellar; to ventilate a mine. 2. To provide with a vent, or escape, for air, gas, etc.; as, to ventilate a mold, or a water-wheel bucket. 3. To change or renew, as the air of a room. Harvey. 4. To winnow; to fan; as, to ventilate wheat. 5. To sift and examine; to bring out, and subject to penetrating scrutiny; to expose to examination and discussion; as, to ventilate questions of policy. Ayliffe. 6. To give vent; to utter; to make public. Macaulay took occasion to ventilate one of those starling, but not very profound, paradoxes. J. C. Shairp.
