intruder |One who intrudes; one who thrusts himself in, or enters without right, or without leave or welcome; a trespasser. They were all strangers and intruders. Locke.
intrudress |A female intruder.
intrunk |To inclose as in a trunk; to incase. [R.] Ford.
intrusion |1. The act of intruding, or of forcing in; especially, the forcing (one's self) into a place without right or welcome; encroachment. Why this intrusion Were not my orders that I should be private Addison. 2. (Geol.)  The penetrating of one rock, while in a plastic or metal state, into the cavities of another. 3. (Law)  The entry of a stranger, after a particular estate or freehold is determined, before the person who holds in remainder or reversion has taken possession. 4. (Scotch Ch.)  The settlement of a minister over 3 congregation without their consent.
intrusional |Of or pertaining to intrusion.
intrusionist |One who intrudes; especially, one who favors the appointment of a clergyman to a parish, by a patron, against the wishes of the parishioners.
intrusive |Apt to intrude; characterized by intrusion; entering without right or welcome. Intrusive rocks (Geol.), rocks which have been forced, while in a plastic or melted state, into the cavities or between the cracks or layers of other rocks. The term is sometimes used as equivalent to plutonic rocks. It is then contrasted with effusive or volcanic rocks. -- In*tru\"sive*ly, adv. -- In*tru\"sive*ness, n.
intrust |To deliver (something) to another in trust; to deliver to (another) something in trust; to commit or surrender (something) to another with a certain confidence regarding his care, use, or disposal of it; as, to intrust a servant with one's money or intrust money or goods to a servant. Syn. -- To commit; consign; confide. See Commit.
intubation |The introduction of a tube into an organ to keep it open, as into the larynx in croup.
intuition |1. A looking after; a regard to. [Obs.] What, no reflection on a reward! He might have an intuition at it, as the encouragement, though not the cause, of his pains. Fuller. 2. Direct apprehension or cognition; immediate knowledge, as in perception or consciousness; -- distinguished from \"mediate\" knowledge, as in reasoning; as, the mind knows by intuition that black is not white, that a circle is not a square, that three are more than two, etc.; quick or ready insight or apprehension. Sagacity and a nameless something more, -- let us call it intuition. Hawthorne. 3. Any object or truth discerned by direct cognition; especially, a first or primary truth.
intuitional |Pertaining to, or derived from, intuition; characterized by intuition; perceived by intuition; intuitive.
intuitionalism |The doctrine that the perception or recognition of primary truth is intuitive, or direct and immediate; -- opposed to sensationalism, and experientialism.
intuitionalist |One who holds the doctrine of intuitionalism.
intuitionism |Same as Intuitionalism.
intuitionist |Same as Intuitionalist. Bain.
intuitive |1. Seeing clearly; as, an intuitive view; intuitive vision. 2. Knowing, or perceiving, by intuition; capable of knowing without deduction or reasoning. Whence the soul Reason receives, and reason is her being, Discursive, or intuitive. Milton. 3. Received. reached, obtained, or perceived, by intuition; as, intuitive judgment or knowledge; -- opposed to deductive. Locke.
intuitively |In an intuitive manner.
intuitivism |The doctrine that the ideas of right and wrong are intuitive. J. Grote.
intumesce |To enlarge or expand with heat; to swell; specifically, to swell up or bubble up under the action of heat, as before the blowpipe. In a higher heat, it intumesces, and melts into a yellowish black mass. Kirwan.
intumescence |1. The act or process of swelling or enlarging; also, the state of being swollen; expansion; tumidity; especially, the swelling up of bodies under the action of heat. The intumescence of nations. Johnson. 2. Anything swollen or enlarged, as a tumor.
intumescent |Swelling up; expanding.
intumulated |Unburied. [Obs.]
intune |To intone. Cf. Entune.
inturbidate |To render turbid; to darken; to confuse. [R.] The confusion of ideas and conceptions under the same term painfully inturbidates his theology. Coleridge.
inturgescence |A swelling; the act of swelling, or state of being swelled. [Obs.] Sir T. Browne.
intuse |A bruise; a contusion. [Obs.] Spenser.
intussuscepted |Received into some other thing or part, as a sword into a sheath; invaginated.
intussusception |1. The reception of one part within another. 2. (Med.)  The abnormal reception or slipping of a part of a tube, by inversion and descent, within a contiguous part of it; specifically, the reception or slipping of the upper part of the small intestine into the lower; introsusception; invagination. Dunglison. 3. (Bot.)  The interposition of new particles of formative material among those already existing, as in a cell wall, or in a starch grain. 4. (Physiol.)  The act of taking foreign matter, as food, into a living body; the process of nutrition, by which dead matter is absorbed by the living organism, and ultimately converted into the organized substance of its various tissues and organs. Dead bodies increase by apposition; living bodies by intrussusception. McKendrick.
intwine |To twine or twist into, or together; to wreathe; as, a wreath of flowers intwined. [Written also entwine.]\n\nTo be or to become intwined.
intwinement |The act of twinning, or the state of being intwined.
intwist |To twist into or together; to interweave. [Written also entwist.]
inuendo |See Innuendo.
inulin |A substance of very wide occurrence. It is found dissolved in the sap of the roots and rhizomes of many composite and other plants, as Inula, Helianthus, Campanula, etc., and is extracted by solution as a tasteless, white, semicrystalline substance, resembling starch, with which it is isomeric. It is intermediate in nature between starch and sugar. Called also dahlin, helenin, alantin, etc.
inuloid |A substance resembling inulin, found in the unripe bulbs of the dahila.
inumbrate |To shade; to darken. [Obs.]
inuncted |Anointed. [Obs.] Cockeram.
inunction |The act of anointing, or the state of being anointed; unction; specifically (Med.), the rubbing of ointments into the pores of the skin, by which medicinal agents contained in them, such as mercury, iodide of potash, etc., are absorbed.
inunctuosity |The want of unctuosity; freedom from greasiness or oiliness; as, the inunctuosity of porcelain clay. Kirwan.
inundant |Overflowing. [R.] Shenstone.
inundate |1. To cover with a flood; to overflow; to deluge; to flood; as, the river inundated the town. 2. To fill with an overflowing abundance or superfluity; as, the country was inundated with bills of credit. Syn. -- To overflow; deluge; flood; overwhelm; submerge; drown.
inundation |1. The act of inundating, or the state of being inundated; an overflow; a flood; a rising and spreading of water over grounds. With inundation wide the deluge reigns, Drowns the deep valleys, and o'erspreads the plains. Wilkie. 2. An overspreading of any kind; overflowing or superfluous abundance; a flood; a great influx; as, an inundation of tourists. To stop the inundation of her tears. Shak.
inunderstanding |Void of understanding. [Obs.] Bp. Pearson.
inurbane |Uncivil; unpolished; rude. M. Arnold. -- In`ur*bane\"ly, adv. -- In`ur*bane\"ness, n.
inurbanity |Want of urbanity or courtesy; unpolished manners or deportment; inurbaneness; rudeness. Bp. Hall.
inure |To apply in use; to train; to discipline; to use or accustom till use gives little or no pain or inconvenience; to harden; to habituate; to practice habitually. \"To inure our prompt obedience.\" Milton. He . . . did inure them to speak little. Sir T. North. Inured and exercised in learning. Robynson (More's Utopia). The poor, inured to drudgery and distress. Cowper.\n\nTo pass into use; to take or have effect; to be applied; to serve to the use or benefit of; as, a gift of lands inures to the heirs. [Written also enure.]
inurement |Use; practice; discipline; habit; custom.
inurn |To put in an urn, as the ashes of the dead; hence, to bury; to intomb. The sepulcher Wherein we saw thee quietly inurned. Shak.
inusitate |Unusual. [R.] Bramhall.
inusitation |Want of use; disuse. [R.] Paley.
inust |Burnt in. [Obs.]
inustion |The act of burning or branding. [Obs.] T. Adams.
inutile |Useless; unprofitable. [Obs.] Bacon.
inutility |Uselessness; the quality of being unprofitable; unprofitableness; as, the inutility of vain speculations and visionary projects.
inutterable |Unutterable; inexpressible. Milton.
invade |1. To go into or upon; to pass within the confines of; to enter; -- used of forcible or rude ingress. [Obs.] Which becomes a body, and doth then invade The state of life, out of the grisly shade. Spenser. 2. To enter with hostile intentions; to enter with a view to conquest or plunder; to make an irruption into; to attack; as, the Romans invaded Great Britain. Such an enemy Is risen to invade us. Milton. 3. To attack; to infringe; to encroach on; to violate; as, the king invaded the rights of the people. 4. To grow or spread over; to affect injuriously and progressively; as, gangrene invades healthy tissue. Syn. -- To attack; assail; encroach upon. See Attack.\n\nTo make an invasion. Brougham.
invader |One who invades; an assailant; an encroacher; an intruder.
invaginate |To insert as in a sheath; to pr\n\n(a) Sheathed. (b) Having one portion of a hollow organ drawn back within another portion.
invaginated |(a) Sheathed. (b) Having one portion of a hollow organ drawn back within another portion.
invagination |1. (Biol.)  The condition of an invaginated organ or part. 2. (Biol.)  One of the methods by which the various germinal layers of the ovum are differentiated. Note: In embolic invagination, one half of the blastosphere is pushed in towards the other half, producing an embryonic form known as a gastrula. -- In epibolic invagination, a phenomenon in the development of some invertebrate ova, the epiblast appears to grow over or around the hypoblast.
