concuss |1. To shake or agitate. \"Concussed with uncertainty.\" Daniel. 2. (Law)  To force (a person) to do something, or give up something, by intimidation; to coerce. Wharton.
concussation |A violent shock or agitation. [Obs.] Bp. Hall.
concussion |1. A shaking or agitation; a shock; caused by the collision of two bodies. It is believed that great ringing of bells, in populous cities, hath dissipated pestilent air; which may be from the concussion of the air. Bacon. 2. (Med.)  A condition of lowered functional activity, without visible structural change, produced in an organ by a shock, as by fall or blow; as, a concussion of the brain. 3. (Civil Law)  The unlawful forcing of another by threats of violence to yield up something of value. Then concussion, rapine, pilleries, Their catalogue of accusations fill. Daniel. Concussion fuse (Mil.), one that is ignited by the concussion of the shell when it strikes. Syn. -- See Shock.
concussive |Having the power or quality of shaking or agitating. Johnson.
cond |To con, as a ship.
condemn |1. To pronounce to be wrong; to disapprove of; to censure. Condemn the fault, and not the actor of it! Why, every fault's condemned ere it be done. Shak. Wilt thou condemn him that is most just Job xxxiv. 17. 2. To declare the guilt of; to make manifest the faults or unworthiness of; to convict of guilt. The queen of the south shall rise up in the judgment with this generation, and shall condemn it. Matt. xii. 42. 3. To pronounce a judicial sentence against; to sentence to punishment, suffering, or loss; to doom; -- with to before the penalty. Driven out from bliss, condemned In this abhorred deep to utter woe. Milton. To each his sufferings; all are men, Condemned alike to groan. Gray. And they shall condemn him to death. Matt. xx. 18. The thief condemned, in law already dead. Pope. No flocks that range the valley free, To slaughter I condemn. Goldsmith. 4. To amerce or fine; -- with in before the penalty. The king of Egypt . . . condemned the land in a hundred talents of silver. 2 Cron. xxxvi. 3. 5. To adjudge or pronounce to be unfit for use or service; to adjudge or pronounce to be forfeited; as, the ship and her cargo were condemned. 6. (Law)  To doom to be taken for public use, under the right of eminent domain. Syn. -- To blame; censure; reprove; reproach; upbraid; reprobate; convict; doom; sentence; adjudge.
condemnable |Worthy of condemnation; blamable; culpable.
condemnation |1. The act of condemning or pronouncing to be wrong; censure; blame; disapprobation. In every other sense of condemnation, as blame, censure, reproof, private judgment, and the like. Paley. 2. The act of judicially condemning, or adjudging guilty, unfit for use, or forfeited; the act of dooming to punishment or forfeiture. A legal and judicial condemnation. Paley. Whose condemnation is pronounced. Shak. 3. The state of being condemned. His pathetic appeal to posterity in the hopeless hour of condemnation. W. Irving. 4. The ground or reason of condemning. This is the condemnation, that light is come into the world, and men loved darkness rather light, because their deeds were evil. John iii. 19.
condemnatory |Condemning; containing or imposing condemnation or censure; as, a condemnatory sentence or decree.
condemned |1. Pronounced to be wrong, guilty, worthless, or forfeited; adjudged or sentenced to punishment, destruction, or confiscation. 2. Used for condemned persons. Richard Savage . . . had lain with fifty pounds weight of irons on his legs in the condemned ward of Newgate. Macaulay.
condemner |One who condemns or censures.
condensability |Capability of being condensed.
condensable |Capable of being condensed; as, vapor is condensable.
condensate |Made dense; condensed. Water . . . thickened or condensate. Peacham.\n\nTo condense. [R.] Hammond.
condensation |1. The act or process of condensing or of being condensed; the state of being condensed. He [Goldsmith] was a great and perhaps an unequaled master of the arts of selection and condensation. Macaulay. 2. (Physics)  The act or process of reducing, by depression of temperature or increase of pressure, etc., to another and denser form, as gas to the condition of a liquid or steam to water. 3. (Chem.)  A rearrangement or concentration of the different constituents of one or more substances into a distinct and definite compound of greater complexity and molecular weight, often resulting in an increase of density, as the condensation of oxygen into ozone, or of acetone into mesitylene. Condensation product (Chem.), a substance obtained by the polymerization of one substance, or by the union of two or more, with or without separation of some unimportant side products. -- Surface condensation, the system of condensing steam by contact with cold metallic surfaces, in distinction from condensation by the injection of cold water.
condensative |Having the property of condensing.
condense |1. To make more close, compact, or dense; to compress or concentrate into a smaller compass; to consolidate; to abridge; to epitomize. In what shape they choose, Dilated or condensed, bright or obscure. Milton. The secret course pursued at Brussels and at Madrid may be condensed into the usual formula, dissimulation, procrastination, and again dissimulation. Motley. 2. (Chem. & Physics)  To reduce into another and denser form, as by cold or pressure; as, to condense gas into a liquid form, or steam into water. Condensed milk, milk reduced to the consistence of very thick cream by evaporation (usually with addition of sugar) for preservation and transportation. -- Condensing engine, a steam engine in which the steam is condensed after having exerted its force on the piston. Syn. -- To compress; contract; crowd; thicken; concentrate; abridge; epitomize; reduce.\n\n1. To become more compact; to be reduced into a denser form. Nitrous acid is gaseous at ordinary temperatures, but condenses into a very volatile liquid at the zero of Fahrenheit. H. Spencer. 2. (Chem.) (a) To combine or unite (as two chemical substances) with or without separation of some unimportant side products. (b) To undergo polymerization.\n\nCondensed; compact; dense. [R.] The huge condense bodies of planets. Bentley.
condenser |1. One who, or that which, condenses. 2. (Physic) (a) An instrument for condensing air or other elastic fluids, consisting of a cylinder having a movable piston to force the air into a receiver, and a valve to prevent its escape. (b) An instrument for concentrating electricity by the effect of induction between conducting plates separated by a nonconducting plate. (c) A lens or mirror, usually of short focal distance, used to concentrate light upon an object. 3. (Chem.)  An apparatus for receiving and condensing the volatile products of distillation to a liquid or solid form, by cooling. 4. (Steam Engine)  An apparatus, separate from the cylinder, in which the exhaust steam is condensed by the action of cold water or air. See Illust. of Steam engine. Achromatic condenser (Optics), an achromatic lens used as a condenser. -- Bull's-eye condenser, or Bull's-eye (Optics), a lens of short focal distance used for concentrating rays of light. -- Injection condenser, a vessel in which steam is condensed by the direct contact of water. -- Surface condenser, an apparatus for condensing steam, especially the exhaust of a steam engine, by bringing it into contact with metallic surface cooled by water or air.
condensible |Capable of being condensed; as, a gas condensible to a liquid by cold.
conder |One who watches shoals of fish; a balker. See Balker.
condescend |1. To stoop or descend; to let one's self down; to submit; to waive the privilege of rank or dignity; to accommodate one's self to an inferior. \"Condescend to men of low estate.\" Rom. xii. 16. Can they think me so broken, so debased With corporal servitude, that my mind ever Will condescend to such absurd commands Milton. Spain's mighty monarch, In gracious clemency, does condescend, On these conditions, to become your friend. Dryden. Note: Often used ironically, implying an assumption of superiority. Those who thought they were honoring me by condescending to address a few words to me. F. W. Robinson. 2. To consent. [Obs.] All parties willingly condescended heruento. R. Carew. Syn. -- To yield; stoop; descend; deign; vouchsafe.
condescendence |Condescension. [Obs.]
condescendency |Condescension. [Obs.]
condescendingly |In a condescending manner. Atterbury.
condescension |The act of condescending; voluntary descent from one's rank or dignity in intercourse with an inferior; courtesy toward inferiors. It forbids pride . . . and commands humility, modesty, and condescension to others. Tillotson. Such a dignity and condescension . . . as are suitable to a superior nature. Addison. Syn. -- Complaisance; courtesy; affability.
condescent |An act of condescension. [Obs.] Dr. H. More.
condign |1. Worthy; suitable; deserving; fit. [Obs.] Condign and worthy praise. Udall. Herself of all that rule she deemend most condign. Spenser. 2. Deserved; adequate; suitable to the fault or crime. \"Condign censure.\" Milman. Unless it were a bloody murderer . . . I never gave them condign punishment. Shak.
condignity |Merit, acguired by works, which can claim reward on the score of general benevolence. Such a worthiness of condignity, and proper merit of the heavenly glory, cannot be found in any the best, most perfect, and excellent of created beings. Bp. Bull.
condignly |According to merit.
condignness |Agreeableness to deserts; suitableness.
condiment |Something used to give relish to food, and to gratify the taste; a pungment and appetizing substance, as pepper or mustard; seasoning. As for radish and the like, they are for condiments, and not for nourishment. Bacon.
condisciple |A schoolfellow; a fellow-student. [R.]
condite |Preserved; pickled. [Obs.] Burton.\n\nTo pickle; to preserve; as, to condite pears, quinces, etc. [Obs.] Jer. Taylor.
