touchy |Peevish; irritable; irascible; techy; apt to take fire. [Colloq.] It may be said of Dryden that he was at no time touchy about personal attacks. Saintsbury.
tough |1. Having the quality of flexibility without brittleness; yielding to force without breaking; capable of resisting great strain; as, the ligaments of animals are remarkably tough. \"Tough roots and stubs. \" Milton. 2. Not easily broken; able to endure hardship; firm; strong; as, tough sinews. Cowper. A body made of brass, the crone demands, . . . Tough to the last, and with no toil to tire. Dryden. The basis of his character was caution combined with tough tenacity of purpose. J. A. Symonds. 3. Not easily separated; viscous; clammy; tenacious; as, tough phlegm. 4. Stiff; rigid; not flexible; stubborn; as, a tough bow. So tough a frame she could not bend. Dryden. 5. Severe; violent; as, a tough storm. [Colloq.] \" A tough debate. \" Fuller. To make it tough, to make it a matter of difficulty; to make it a hard matter. [Obs.] Chaucer.
tough-cake |See Tough-pitch (b).
tough-head |The ruddy duck. [ Local U.S. ]
tough-pitch |(a) The exact state or quality of texture and consistency of well reduced and refined copper. (b) Copper so reduced; -- called also tough-cake.
toughen |To grow or make tough, or tougher.
toughish |Tough in a slight degree.
toughly |In a tough manner.
toughness |The quality or state of being tough.
touite |The wood warbler. [Prov. Eng.]
toupee |1. A little tuft; a curl or artificial lock of hair. 2. A small wig, or a toppiece of a wig. Her powdered hair is turned backward over a toupee. G. Eliot.
toupet |1. A little tuft; a curl or artificial lock of hair. 2. A small wig, or a toppiece of a wig. Her powdered hair is turned backward over a toupee. G. Eliot.
toupettit |The crested titmouse. [Prov. Eng.]
tour |A tower. [Obs.] Chaucer.\n\n1. A going round; a circuit; hence, a journey in a circuit; a prolonged circuitous journey; a comprehensive excursion; as, the tour of Europe; the tour of France or England. The bird of Jove stooped from his airy tour. Milton. 2. A turn; a revolution; as, the tours of the heavenly bodies. [Obs.] Blackmore. 3. (Mil.)  anything done successively, or by regular order; a turn; as, a tour of duty. Syn. -- Journey; excursion. See Journey.\n\nTo make a tourm; as, to tour throught a country. T. Hughes.
touraco |Same as Turacou.
tourbillion |An ornamental firework which turns round, when in the air, so as to form a scroll of fire. G. Francis.
touring car |An automobile designed for touring; specif., a roomy car, not a limousine, for five or more passengers.
tourist |One who makes a tour, or performs a journey in a circuit.
tourmaline |A mineral occurring usually in three-sided or six-sided prisms terminated by rhombohedral or scalenohedral planes. Black tourmaline (schorl) is the most common variety, but there are also other varieties, as the blue (indicolite), red (rubellite), also green, brown, and white. The red and green varieties when transparent are valued as jewels. [Written also turmaline .] Note: Crystals of tourmaline when heated exhibit electric polarity (see Pyroelectric, n.). Tourmaline is also used in the form of a polariscope called tourmaline tongs.
tourn |1. A spinning wheel. [Prov. Eng.] 2. (O.Eng.Law)  The sheriff's turn, or court.
tournament |1. A mock fight, or warlike game, formerly in great favor, in which a number of combatants were engaged, as an exhibition of their address and bravery; hence, figuratively, a real battle. \"In battle and in tourneyment.\" Chaucer. With cruel tournament the squadrons join. Milton. Note: It different from the joust, which was a trial of skill between one man and another. 2. Any contest of skill in which there are many contestents for championship; as, a chess tournament.
tournery |Work turned on a lathe; turnery.[Obs.] See Turnery. Evelyn.
tourney |A tournament. Bacon. At tilt or tourney or like warlike game. Spenser. We hold a tourney here to-morrow morn, And there is scantly time for half the work. Tennyson.\n\nTo perform in tournaments; to tilt. Well could he tourney, and in lists debate. Spenser.
tourniquet |An instrument for arresting hemorrhage. It consists essentially of a pad or compress upon which pressure is made by a band which is tightened by a screw or other means.
tournois |A former French money of account worth 20 sous, or a franc. It was thus called in distinction from the Paris livre, which contained 25 sous.
tournure |1. Turn; contour; figure. 2. Any device used by women to expand the skirt of a dress below the waist; a bustle.
tous-les-mois |A kind of starch with very large, oval, flattened grains, often sold as arrowroot, and extensively used for adulterating cocoa. It is made from the rootstocks of a species of Canna, probably C. edulis, the tubers of which are edible every month in the year.
tousche |A lithographic drawing or painting material of the same nature as lithographic ink. It is also used as a resistant in the biting-in process.
touse |To pull; to haul; to tear; to worry. [Prov. Eng.] Shak. As a bear, whom angry curs have touzed. Spenser.\n\nA pulling; a disturbance. [Prov. Eng.] Halliwell.
tousel |Same as Tousle. [Colloq.]
touser |One who touses. [Prov. Eng.]
tousle |To put into disorder; to tumble; to touse. [Colloq.]
tousy |Tousled; tangled; rough; shaggy. [Colloq.]
tout |1. To act as a tout. See 2d Tout. [Cant. Eng.] 2. To ply or seek for customers. [Prov. Eng.]\n\nOne who secretly watches race horses which are in course of training, to get information about their capabilities, for use in betting. [Cant. Eng.]\n\nTo toot a horn.\n\nThe anus. [Obs.] Chaucer.
tout-ensemble |All together; hence, in costume, the fine arts, etc., the general effect of a work as a whole, without regard to the execution of the separate perts.
touter |One who seeks customers, as for an inn, a public conveyance, shops, and the like: hence, an obtrusive candidate for office. [Colloq.] The prey of ring droppers, . . . duffers, touters, or any of those bloodless sharpers who are, perhaps, better known to the police. Dickens.
touze |To pull; to haul; to tear; to worry. [Prov. Eng.] Shak. As a bear, whom angry curs have touzed. Spenser.\n\nSee Touse. [Prov. Eng.]
tow |The coarse and broken part of flax or hemp, separated from the finer part by the hatchel or swingle.\n\nTo draw or pull through the water, as a vessel of any kind, by means of a rope.\n\n1. A rope by which anything is towed; a towline, or towrope. 2. The act of towing, or the state of being towed;-chiefly used in the phrase, to take in tow, that is to tow. 3. That which is towed, or drawn by a towline, as a barge, raft, collection of boats, ect.
tow-head |1. An urchin who has soft, whitish hair. [Colloq.] 2. (Zoöl.)  The hooded merganser. [ Local, U.S. ]
towage |1. The act of towing. 2. The price paid for towing.
towall |A towel. [Obs.] Chaucer.
toward |1. In the direction of; to. He set his face toward the wilderness. Num. xxiv. 1. The waves make towards'' the pebbled shore. Shak. 2. With direction to, in a moral sense; with respect or reference to; regarding; concerning. His eye shall be evil toward his brother. Deut. xxviii. 54. Herein do I exercise myself, to have always a conscience void of offense toward God, and toward men. Acts xxiv. 16. 3. Tending to; in the direction of; in behalf of. This was the first alarm England received towards any trouble. Clarendom. 4. Near; about; approaching to. I am toward nine years older since I left you. Swift.\n\nNear; at hand; in state of preparation. Do you hear sught, sir, of a battle toward Shak. We have a trifling foolish banquet Towards. Shak.\n\n1. Approaching; coming near. \"His toward peril.\" Spenser. 2. Readly to do or learn; compliant with duty; not froward; apt; docile; tractable; as, a toward youth. 3. Ready to act; forward; bold; valiant. Why, that is spoken like a toward prince. Shak.
towardliness |The quality or state of being towardly; docility; tractableness. The beauty and towardliness of these children moved her brethren to envy. Sir W. Raleigh.
towardly |Same as Toward, a., 2. He's towardly and will come on apace. Dryden.
towardness |Quality or state of being toward.
towards |1. In the direction of; to. He set his face toward the wilderness. Num. xxiv. 1. The waves make towards'' the pebbled shore. Shak. 2. With direction to, in a moral sense; with respect or reference to; regarding; concerning. His eye shall be evil toward his brother. Deut. xxviii. 54. Herein do I exercise myself, to have always a conscience void of offense toward God, and toward men. Acts xxiv. 16. 3. Tending to; in the direction of; in behalf of. This was the first alarm England received towards any trouble. Clarendom. 4. Near; about; approaching to. I am toward nine years older since I left you. Swift.\n\nNear; at hand; in state of preparation. Do you hear sught, sir, of a battle toward Shak. We have a trifling foolish banquet Towards. Shak.\n\nSee Toward.
towboat |1. A vessel constructed for being towed, as a canal boat. 2. A steamer used for towing other vessels; a tug.
towel |A cloth used for wiping, especially one used for drying anything wet, as the person after a bath. Towel gourd (Bot.), the fruit of the cucurbitaceous plant Luffa Ægyptiaca; also, the plant itself. The fruit is very fibrous, and, when separated from its rind and seeds, is used as a sponge or towel. Called also Egyptian bath sponge, and dishcloth.\n\nTo beat with a stick. [Prov. Eng.]
