convert |1. To cause to turn; to turn. [Obs.] O, which way shall I first convert myself B. Jonson. 2. To change or turn from one state or condition to another; to alter in form, substance, or quality; to transform; to transmute; as, to convert water into ice. If the whole atmosphere were converted into water. T. Burnet. That still lessens The sorrow, and converts it nigh to joy. Milton. 3. To change or turn from one belief or course to another, as from one religion to another or from one party or sect to another. No attempt was made to convert the Moslems. Prescott. 4. To produce the spiritual change called conversion in (any one); to turn from a bad life to a good one; to change the heart and moral character of (any one) from the controlling power of sin to that of holiness. He which converteth the sinner from the error of his way shall save a soul from death. Lames v. 20. 5. To apply to any use by a diversion from the proper or intended use; to appropriate dishonestly or illegally. When a bystander took a coin to get it changed, and converted it, [it was] held no larceny. Cooley. 6. To exchange for some specified equivalent; as, to convert goods into money. 7. (Logic)  To change (one proposition) into another, so that what was the subject of the first becomes the predicate of the second. 8. To turn into another language; to translate. [Obs.] Which story . . . Catullus more elegantly converted. B. Jonson. Converted guns, cast-iron guns lined with wrought-iron or steel tubes. Farrow. -- Converting furnace (Steel Manuf.), a furnace in which wrought iron is converted into steel by cementation. Syn. -- To change; turn; transmute; appropriate.\n\nTo be turned or changed in character or direction; to undergo a change, physically or morally. If Nebo had had the preaching that thou hast, they [the Neboites] would have converted. Latimer. A red dust which converth into worms. Sandys. The public hope And eye to thee converting. Thomson.\n\n1. A person who is converted from one opinion or practice to another; a person who is won over to, or heartily embraces, a creed, religious system, or party, in which he has not previously believed; especially, one who turns from the controlling power of sin to that of holiness, or from unbelief to Christianity. The Jesuits did not persuade the converts to lay aside the use of images. Bp. Stillingfleet. 2. A lay friar or brother, permitted to enter a monastery for the service of the house, but without orders, and not allowed to sing in the choir. Syn. -- Proselyte; neophyte. -- Convert, Proselyte, Pervert. A convert is one who turns from what he believes to have been a decided error of faith or practice. Such a change may relate to religion, politics, or other subjects. properly considered, it is not confined to speculation alone, but affects the whole current of one's feelings and the tenor of his actions. As such a change carries with it the appearance of sincerity, the term convert is usually taken in a good sense. Proselyte is a term of more ambiguous use and application. It was first applied to an adherent of one religious system who had transferred himself externally to some other religious system; and is also applied to one who makes a similar transfer in respect to systems of philosophy or speculation. The term has little or no reference to the state of the heart. Pervert is a term of recent origin, designed to express the contrary of convert, and to stigmatize a person as drawn off perverted from the true faith. It has been more particulary applied by members of the Church of England to those who have joined the Roman Catholic Church.
convertend |Any proposition which is subject to the process of conversion; -- so called in its relation to itself as converted, after which process it is termed the conversae. See Converse, n. (Logic).
converter |1. One who converts; one who makes converts. 2. (Steel Manuf.)  A retort, used in the Bessemer process, in which molten cast iron is decarburized and converted into steel by a blast of air forced through the liquid metal.
convertibility |The condition or quality of being convertible; capability of being exchanged; convertibleness. The mutual convertibility of land into money, and of money into land. Burke.
convertible |1. Capable of being converted; susceptible of change; transmutable; transformable. Minerals are not convertible into another species, though of the same genus. Harvey. 2. Capable of being exchanged or interchanged; reciprocal; interchangeable. So long as we are in the regions of nature, miraculous and improbable, miraculous and incredible, may be allowed to remain convertible terms. Trench.
convertibleness |The state of being convertible; convertibility.
convertibly |In a convertible manner.
convertite |A convert. [Obs.] Shak.
convex |Rising or swelling into a spherical or rounded form; regularly protuberant or bulging; -- said of a spherical surface or curved line when viewed from without, in opposition to concave. Drops of water naturally form themselves into figures with a convex surface. Whewell. Double convex, convex on both sides; convexo-convex.\n\nA convex body or surface. Half heaven's convex glitters with the flame. Tickell. Note: This word was often pronounced con-vex' by early writers, as by Milton, and occasionallyby later poets.
convexed |Made convex; protuberant in a spherical form. Sir T. Browne.
convexedly |In a convex form; convexly. Sir T. Browne.
convexedness |Convexity.
convexity |The state of being convex; the exterior surface of a convex body; roundness. A smooth, uniform convexity and rotundity of a globe. Bentley.
convexly |In a convex form; as, a body convexly shaped.
convexness |The state of being convex; convexity.
convexo-concave |Convex on one side, and concave on the other. The curves of the convex and concave sides may be alike or may be different. See Meniscus.
convexo-convex |Convex on botConvex, a.
convexo-plane |Convex on one side, and flat on the other; plano-convex.
convey |1. To carry from one place to another; to bear or transport. I will convey them by sea in fleats. 1 Kings v. 9. Convey me to my bed, then to my grave. Shak. 2. To cause to pass from one place or person to another; to serve as a medium in carrying (anything) from one place or person to another; to transmit; as, air conveys sound; words convey ideas. 3. To transfer or deliver to another; to make over, as property; more strictly (Law), to transfer (real estate) or pass (a title to real estate) by a sealed writing. The Earl of Desmond . . . secretly conveyed all his lands to feoffees in trust. Spenser. 4. To impart or communicate; as, to convey an impression; to convey information. Men fill one another's heads with noise and sound, but convey not thereby their thoughts. Locke. 5. To manage with privacy; to carry out. [Obs.] I . . . will convey the business as I shall find means. Shak. 6. To carry or take away secretly; to steal; to thieve. [Obs.] 7. To accompany; to convoy. [Obs.] Chaucer. Syn. -- To carry; transport; bear; transmit; trnsfer.\n\nTo play the thief; to steal. [Cant] But as I am Crack, I will convey, crossbite, and cheat upon Simplicius. Marston.
conveyable |Capable of being conveyed or transferred. Burke.
conveyance |1. The act of conveying, carrying, or transporting; carriage. The long joirney was to be performed on horseback, -- the only sure mode of conveyamce. Prescott. Following th river downward, there is conveyance into the countries named in the text. Sir W. Raleigh. 2. The instrument or means of carrying or transporting anything from place to place; the vehicle in which, or means by which, anything is carried from one place to another; as, stagecoaches, omnibuses, etc., are conveyances; a canal or aqueduct is a conveyance for water. There pipes and these conveyances of our blood. Shak. 3. The act or process of transferring, transmitting, handing down, or communicating; transmission. Tradition is no infallible way of conveyance. Stillingfleet. 4. (Law)  The act by which the title to property, esp. real estate, is transferred; transfer of ownership; an instrument in writing (as a deed or mortgage), by which the title to property is conveyed from one person to another. [He] found the conveyances in law to be so firm, that in justice he must decree the land to the earl. Clarendon. 5. Dishonest management, or artifice. [Obs.] the very jesuits themselves . . . can not possibly devise any juggling conveyance how to shift it off. Hakewill.
conveyancer |One whose business is to draw up conveyances of property, as deeds, mortgages, leases, etc. Burrill.
conveyancing |The business of a conveyancer; the act or business of drawing deeds, leases, or other writings, for transferring the title to property from one person to another.
conveyer |1. One who, or that which, conveys or carries, transmits or transfers. 2. One given to artifices or secret practices; a juggler; a cheat; a thief. [Obs.] Shak.
conveyor |A contrivance for carrying objects from place to place; esp., one for conveying grain, coal, etc., -- as a spiral or screw turning in a pipe or trough, an endless belt with buckets, or a truck running along a rope.
conviciate |To utter reproaches; to raise a clamor; to rail. [Obs.] To conviciate instead of accusing. Laud.
convicinity |Immediate vicinity; neighborhood. The convicinity and contiguity of the two parishes. T. Warton.
convicious |Expressing reproach; abusive; railing; taunting. [Obs.] \"Convicious words.\" Queen Elizabeth (1559).
convict |Proved or found guilty; convicted. [Obs.] Shak. Convict by flight, and rebel to all law. Milton.\n\n1. A person proved guilty of a crime alleged against him; one legally convicted or sentenced to punishment for some crime. 2. A criminal sentenced to penal servitude. Syn. -- Malefactor; culprit; felon; criminal.\n\n1. To prove or find guilty of an offense or crime charged; to pronounce guilty, as by legal decision, or by one's conscience. He [Baxter] . . . had been convicted by a jury. Macaulay. They which heard it, being convicted by their own conscience, went out one by one. John viii. 9. 2. To prove or show to be false; to confute; to refute. [Obs.] Sir T. Browne. 3. To demonstrate by proof or evidence; to prove. Imagining that these proofs will convict a testament, to have that in it which other men can nowhere by reading find. Hooker. 4. To defeat; to doom to destruction. [Obs.] A whole armado of convicted sail. Shak. Syn. -- To confute; defect; convince; confound.
convictible |Capable of being convicted. [R.] Ash.
conviction |1. The act of convicting; the act of proving, finding, or adjudging, guilty of an offense. The greater certainty of conviction and the greater certainty of punishment. Hallam. 2. (Law)  A judgment of condemnation entered by a court having jurisdiction; the act or process of finding guilty, or the state of being found guilty of any crime by a legal tribunal. Conviction may accrue two ways. Blackstone. 3. The act of convincing of error, or of compelling the admission of a truth; confutation. For all his tedious talk is but vain boast, Or subtle shifts conviction to evade. Milton. 4. The state of being convinced or convicted; strong persuasion or belief; especially, the state of being convicted of sin, or by one's conscience. To call good evil, and evil good, against the conviction of their own consciences. Swift. And did you presently fall under the power of this conviction Bunyan. Syn. -- Conviction; persuasion. -- Conviction respects soley matters of belief or faith; persuasion respects matters of belief or practice. Conviction respects our most important duties; persuasion is frequently applied to matters of indifference. Crabb. -- Conviction is the result of the [operation of the] understanding; persuasion, of the will. Conviction is a necessity of the mind, persuasion an acquiescence of the inclination. C. J. Smith. -- Persuasion often induces men to act in opposition to their conviction of duty.
convictism |The policy or practice of transporting convicts to penal settlements. \"The evils of convictism.\" W. Howitt.
convictive |Convincing. [R.] The best and most convictive argument. Glanwill. -- Con*vict\"ive*ly, adv. -- Con*vict\"ive*ness, n.
convince |1. To overpower; to overcome; to subdue or master. [Obs.] His two chamberlains Will I with wine and wassail so convince That memory, the warder of the brain, Shall be a fume. Shak. 2. To overcome by argument; to force to yield assent to truth; to satisfy by proof. Such convincing proofs and assurances of it as might enable them to convince others. Atterbury. 3. To confute; to prove the fallacy of. [Obs.] God never wrought miracle to convince atheism, because his ordinary works convince it. Bacon. 4. To prove guilty; to convinct. [Obs.] Which of you convinceth me of sin John viii. 46. Seek not to convince me of a crime Which I can ne'er repent, nor you can pardon. Dryden. Syn. -- To persuade; satisfy; convict. -- To Convince, persuade. To convince is an act of the understanding; to persuade, of the will or feelings. The one is effected by argument, the other by motives. There are cases, however, in which persuade may seem to be used in reference only to the assent of the understanding; as when we say, I am persuaded it is so; I can not persuade myself of the fact. But in such instances there is usually or always a degree of awakened feeling which has had its share in producing the assent of the understanding.
convincement |Act of convincing, or state of being convinced; conviction. [R.] The fear of a convincement. Milton.
convincer |One who, or that which, convinces; one who wins over by proof.
convincible |1. Capable of being convinced or won over. 2. Capable of being confuted and disproved by argument; refutable. [Obs.] Sir T. Browne.
convincingly |in a convincing manner; in a manner to compel assent.
convincingness |The power of convincing, or the quality of being convincing.
convival |pertaining to a feast or to festivity; convivial. [Obs.] \"A convival dish.\" Sir T. Browne.
convive |To feast together; to be convivial. [Obs.] \"There, in the full, convive we.\" Shak.\n\nA quest at a banquet. [R.] Beaumont.
convivial |Of or relating to a feast or entertainment, or to eating and drinking, with accompanying festivity; festive; social; gay; jovial. Which feasts convivial meetings we did name. Denham.
convivialist |A person of convivial habits.
conviviality |The good humor or mirth indulged in upon festive occasions; a convivial spirit or humor; festivity.
convivially |In a convivial manner.
convocate |To convoke; to call together. [Obs.] May (Lucan).
convocation |1. The act of calling or assembling by summons. 2. An assembly or meeting. In the first day there shall be a holy convocation. Ex. xii. 16. 3. (Ch. of Eng.)  An assembly of the clergy, by their representatives, to consult on ecclesiastical affairs. Note: In England, the provinces of Canterbury and York have each their convocation, but no session for business were allowed from 1717 to 1861. The Convocation of Canterbury consists of two houses. In the Convocation of York the business has been generally conducted in one assembly. 4. (Oxf. University)  An academical assembly, in which the business of the university is transacted. Syn. -- meeting; assembly; congregation; congress; diet; convention; synod; council.
convocational |Of or pertaining to a convocation.
convocationist |An advocate or defender of convocation.
convoke |To call together; to summon to meet; to assemble by summons. There remained no resource but the dreadful one of convoking a parliament. palfrey. Syn. -- To summon; assemble; convene. See Call.
