piculet |Any species of very small woodpeckers of the genus Picumnus and allied genera. Their tail feathers are not stiff and sharp at the tips, as in ordinary woodpeckers.
picus |A genus of woodpeckers, including some of the common American and European species.
piddle |1. To deal in trifles; to concern one's self with trivial matters rather than with those that are important. Ascham. 2. To be squeamishly nice about one's food. Swift. 3. To urinate; -- child's word.
piddler |One who piddles.
piddling |Trifling; trivial; frivolous; paltry; -- applied to persons and things. The ignoble hucksterage of piddling tithes. Milton.
piddock |Any species of Pholas; a pholad. See Pholas.
pie |1. An article of food consisting of paste baked with something in it or under it; as, chicken pie; venison pie; mince pie; apple pie; pumpkin pie. 2. See Camp, n., 5. [Prov. Eng.] Halliwell. Pie crust, the paste of a pie.\n\n1. (Zoöl.) (a) A magpie. (b) Any other species of the genus Pica, and of several allied genera. [Written also pye.] 2. (R. C. Ch.)  The service book. 3. (Pritn.)  Type confusedly mixed. See Pi. By cock and pie, an adjuration equivalent to \"by God and the service book.\" Shak. -- Tree pie (Zoöl.), any Asiatic bird of the genus Dendrocitta, allied to the magpie. -- Wood pie. (Zoöl.) See French pie, under French.\n\nSee Pi.
piebald |1. Having spots and patches of black and white, or other colors; mottled; pied. \"A piebald steed of Thracian strain.\" Dryden. 2. Fig.: Mixed. \"Piebald languages.\" Hudibras.
piece |1. A fragment or part of anything separated from the whole, in any manner, as by cutting, splitting, breaking, or tearing; a part; a portion; as, a piece of sugar; to break in pieces. Bring it out piece by piece. Ezek. xxiv. 6. 2. A definite portion or quantity, as of goods or work; as, a piece of broadcloth; a piece of wall paper. 3. Any one thing conceived of as apart from other things of the same kind; an individual article; a distinct single effort of a series; a definite performance; especially: (a) A literary or artistic composition; as, a piece of poetry, music, or statuary. (b) A musket, gun, or cannon; as, a battery of six pieces; a following piece. (c) A coin; as, a sixpenny piece; -- formerly applied specifically to an English gold coin worth 22 shillings. (d) A fact; an item; as, a piece of news; a piece of knowledge. 4. An individual; -- applied to a person as being of a certain nature or quality; often, but not always, used slightingly or in contempt. \"If I had not been a piece of a logician before I came to him.\" Sir P. Sidney. Thy mother was a piece of virtue. Shak. His own spirit is as unsettled a piece as there is in all the world. Coleridge. a piece of cake, a task easily accomplished. a piece of work, a disparaging term for a person considered to have an excess of some undesirable quality; esp. difficult or eccentric person. Piece of ass vulgar term for a woman, considered as a partner in sexual intercourse 5. (Chess)  One of the superior men, distinguished from a pawn. 6. A castle; a fortified building. [Obs.] Spenser. Of a piece, of the same sort, as if taken from the same whole; like; -- sometimes followed by with. Dryden. -- Piece of eight, the Spanish piaster, formerly divided into eight reals. -- To give a piece of one's mind to, to speak plainly, bluntly, or severely to (another). Tackeray. -- Piece broker, one who buys shreds and remnants of cloth to sell again. -- Piece goods, goods usually sold by pieces or fixed portions, as shirtings, calicoes, sheetings, and the like.\n\n1. To make, enlarge, or repair, by the addition of a piece or pieces; to patch; as, to piece a garment; -- often with out. Shak. 2. To unite; to join; to combine. Fuller. His adversaries . . . pieced themselves together in a joint opposition against him. Fuller.\n\nTo unite by a coalescence of parts; to fit together; to join. \"It pieced better.\" Bacon.
pieceless |Not made of pieces; whole; entire.
piecely |In pieces; piecemeal. [Obs.]
piecemeal |1. In pieces; in parts or fragments. \"On which it piecemeal brake.\" Chapman. The beasts will tear thee piecemeal. Tennyson. 2. Piece by piece; by little and little in succession. Piecemeal they win, this acre first, than that. Pope.\n\nMade up of parts or pieces; single; separate. \"These piecemeal guilts.\" Gov. of Tongue.\n\nA fragment; a scrap. R. Vaughan.
piecemealed |Divided into pieces.
piecener |1. One who supplies rolls of wool to the slubbing machine in woolen mills. 2. Same as Piecer, 2.
piecer |1. One who pieces; a patcher. 2. A child employed in spinning mill to tie together broken threads.
piecework |Work done by the piece or job; work paid for at a rate based on the amount of work done, rather than on the time employed. The reaping was piecework, at so much per acre. R. Jefferies.
pied |imp. & p. p. of Pi, or Pie, v.\n\nVariegated with spots of different colors; party-colored; spotted; piebald. \"Pied coats.\" Burton. \"Meadows trim with daisies pied.\" Milton. Pied antelope (Zoöl.), the bontebok. -- Pied-billed grebe (Zoöl.), the dabchick. -- Pied blackbird (Zoöl.), any Asiatic thrush of the genus Turdulus. -- Pied finch (Zoöl.) (a) The chaffinch. (b) The snow bunting. [Prov. Eng.] -- Pied flycatcher (Zoöl.), a common European flycatcher (Ficedula atricapilla). The male is black and white.
piedmont |Noting the region of foothills near the base of a mountain chain.
piedmontite |A manganesian kind of epidote, from Piedmont. See Epidote.
piedness |The state of being pied. Shak.
piedouche |A pedestal of small size, used to support small objects, as busts, vases, and the like.
piedstall |See Pedestal. [Obs.]
pieman |A man who makes or sells pies.
piend |See Peen.
pieno |Full; having all the instruments.
pieplant |A plant (Rheum Rhaponticum) the leafstalks of which are acid, and are used in making pies; the garden rhubarb.
piepoudre |An ancient court of record in England, formerly incident to every fair and market, of which the steward of him who owned or had the toll was the judge. Blackstone.
piepowder |An ancient court of record in England, formerly incident to every fair and market, of which the steward of him who owned or had the toll was the judge. Blackstone.
pier |1. (Arch.) (a) Any detached mass of masonry, whether insulated or supporting one side of an arch or lintel, as of a bridge; the piece of wall between two openings. (b) Any additional or auxiliary mass of masonry used to stiffen a wall. See Buttress. 2. A projecting wharf or landing place. Abutment pier, the pier of a bridge next the shore; a pier which by its strength and stability resists the thrust of an arch. -- Pier glass, a mirror, of high and narrow shape, to be put up between windows. -- Pier table, a table made to stand between windows.
pierage |Same as Wharfage. Smart.
pierce |1. To thrust into, penetrate, or transfix, with a pointed instrument. \"I pierce . . . her tender side.\" Dryden. 2. To penetrate; to enter; to force a way into or through; to pass into or through; as, to pierce the enemy's line; a shot pierced the ship. 3. Fig.: To penetrate; to affect deeply; as, to pierce a mystery. \"Pierced with grief.\" Pope. Can no prayers pierce thee Shak.\n\nTo enter; to penetrate; to make a way into or through something, as a pointed instrument does; -- used literally and figuratively. And pierced to the skin, but bit no more. Spenser. She would not pierce further into his meaning. Sir P. Sidney.
pierceable |That may be pierced.
pierced |Penetrated; entered; perforated.
piercel |A kind of gimlet for making vents in casks; -- called also piercer.
piercer |1. One who, or that which, pierces or perforates; specifically: (a) An instrument used in forming eyelets; a stiletto. (b) A piercel. 2. (Zoöl.) (a) The ovipositor, or sting, of an insect. (b) An insect provided with an ovipositor.
piercing |Forcibly entering, or adapted to enter, at or by a point; perforating; penetrating; keen; -- used also figuratively; as, a piercing instrument, or thrust. \"Piercing eloquence.\" Shak. -- Pier\"cing*ly, adv. -- Pier\"cing*ness, n.
pierian |Of or pertaining to Pierides or Muses. Drink deep, or taste not the Pierian spring. Pope.
pierid |Any butterfly of the genus Pieris and related genera. See Cabbage butterfly, under Cabbage.
pierides |The Muses.
pierre-perdu |Blocks of stone or concrete heaped loosely in the water to make a foundation (as for a sea wall), a mole, etc.
piet |(a) The dipper, or watter ouzel. [Scot.] (b) The magpie. [Prov.Eng.] Jay piet (Zoöl.), the European jay. [Prov.Eng.] -- Sea piet (Zoöl.), the oyster catcher. [Prov.Eng.]
pieta |A representation of the dead Christ, attended by the Virgin Mary or by holy women and angels. Mollett.
pietism |1. The principle or practice of the Pietists. 2. Strict devotion; also, affectation of devotion. The Schöne Seele, that ideal of gentle pietism, in \"Wilhelm Meister.\" W. Pater.
pietist |One of a class of religious reformers in Germany in the 17th century who sought to revive declining piety in the Protestant churches; -- often applied as a term of reproach to those who make a display of religious feeling. Also used adjectively.
pietistic |Of or pertaining to the Pietists; hence, in contempt, affectedly or demonstratively religious. Addison.
pietistical |Of or pertaining to the Pietists; hence, in contempt, affectedly or demonstratively religious. Addison.
pietra dura |Hard and fine stones in general, such as are used for inlay and the like, as distinguished from the softer stones used in building; thus, a Florentine mosaic is a familiar instance of work in pietra dura, though the ground may be soft marble.
piety |1. Veneration or reverence of the Supreme Being, and love of his character; loving obedience to the will of God, and earnest devotion to his service. Piety is the only proper and adequate relief of decaying man. Rambler. 2. Duty; dutifulness; filial reverence and devotion; affectionate reverence and service shown toward parents, relatives, benefactors, country, etc. Conferred upon me for the piety Which to my country I was judged to have shown. Milton. Syn. -- Religion; sanctity; devotion; godliness; holiness. See Religion.
piewipe |The lapwing, or pewit. [Prov. Eng.]
piezometer |1. (Physics)  An instrument for measuring the compressibility of liquids. 2. (Physics)  A gauge connected with a water main to show the pressure at that point.
piffara |A fife; also, a rude kind of oboe or a bagpipe with an inflated skin for reservoir.
piffero |A fife; also, a rude kind of oboe or a bagpipe with an inflated skin for reservoir.
piffle |To be sequeamish or delicate; hence, to act or talk triflingly or ineffectively; to twaddle; piddle. [Dial. or Slang]\n\nAct of piffling; trifling talk or action; piddling; twaddle. [Dial. or Slang] \"Futile piffle.\" Kipling.
pig |A piggin. [Written also pigg.]\n\n1. The young of swine, male or female; also, any swine; a hog. \"Two pigges in a poke.\" Chaucer. 2. (Zoöl.)  Any wild species of the genus Sus and related genera. 3. Etym: [Cf. Sow a channel for melted iron.]  An oblong mass of cast iron, lead, or other metal. See Mine pig, under Mine. 4. One who is hoggish; a greedy person. [Low] Masked pig. (Zoöl.) See under Masked. -- Pig bed (Founding), the bed of sand in which the iron from a smelting furnace is cast into pigs. -- Pig iron, cast iron in pigs, or oblong blocks or bars, as it comes from the smelting furnace. See Pig, 4. -- Pig yoke (Naut.), a nickname for a quadrant or sextant. -- A pig in a poke (that is, bag), a blind bargain; something bought or bargained for, without the quality or the value being known. [Colloq.]\n\n1. To bring forth (pigs); to bring forth in the manner of pigs; to farrow. 2. To huddle or lie together like pigs, in one bed.
pig-eyed |Having small, deep-set eyes.
pig-headed |Having a head like a pig; hence, figuratively: stupidity obstinate; perverse; stubborn. B. Jonson. -- Pig\"-head`ed*ness, n.
pig-jawed |Having the upper jaw projecting beyond the lower, with the upper incisors in advance of the lower; -- said of dogs.
pig-sticking |Boar hunting; -- so called by Anglo-Indians. [Colloq.] Tackeray.
