pasticcio |1. A medley; an olio. [R.] H. Swinburne. 2. (Fine Arts) (a) A work of art imitating directly the work of another artist, or of more artists than one. (b) A falsified work of art, as a vase or statue made up of parts of original works, with missing parts supplied.
pastil |1. (Pharmacy)  A small cone or mass made of paste of gum, benzoin, cinnamon, and other aromatics, -- used for fumigating or scenting the air of a room. 2. An aromatic or medicated lozenge; a troche. 3. See Pastel, a crayon.
pastille |1. (Pharmacy)  A small cone or mass made of paste of gum, benzoin, cinnamon, and other aromatics, -- used for fumigating or scenting the air of a room. 2. An aromatic or medicated lozenge; a troche. 3. See Pastel, a crayon.
pastime |That which amuses, and serves to make time pass agreeably; sport; amusement; diversion.\n\nTo sport; to amuse one's self. [R.]
pastor |1. A shepherd; one who has the care of flocks and herds. 2. A guardian; a keeper; specifically (Eccl.), a minister having the charge of a church and parish. 3. (Zoöl.)  A species of starling (Pastor roseus), native of the plains of Western Asia and Eastern Europe. Its head is crested and glossy greenish black, and its back is rosy. It feeds largely upon locusts.
pastorage |The office, jurisdiction, or duty, of a pastor; pastorate.
pastoral |1. Of or pertaining to shepherds; hence, relating to rural life and scenes; as, a pastoral life. 2. Relating to the care of souls, or to the pastor of a church; as, pastoral duties; a pastoral letter. Pastoral staff (Eccl.), a staff, usually of the form of a shepherd's crook, borne as an official emblem by a bishop, abbot, abbess, or other prelate privileged to carry it. See Crook, and Crosier. -- Pastoral Theology, that part of theology which treats of the duties of pastors.\n\n1. A poem describing the life and manners of shepherds; a poem in which the speakers assume the character of shepherds; an idyl; a bucolic. A pastoral is a poem in which any action or passion is represented by its effects on a country life. Rambler. 2. (Mus.)  A cantata relating to rural life; a composition for instruments characterized by simplicity and sweetness; a lyrical composition the subject of which is taken from rural life. Moore (Encyc. of Music). 3. (Eccl.)  A letter of a pastor to his charge; specifically, a letter addressed by a bishop to his diocese; also (Prot. Epis. Ch.), a letter of the House of Bishops, to be read in each parish.
pastorale |1. (Mus.)  A composition in a soft, rural style, generally in 6-8 or 12-8 time. 2. A kind of dance; a kind of figure used in a dance.
pastorally |1. In a pastoral or rural manner. 2. In the manner of a pastor.
pastorate |The office, state, or jurisdiction of a pastor.
pastorium |A parsonage; -- so called in some Baptist churches. [Southern U. S.]
pastorless |Having no pastor.
pastorling |An insignificant pastor. [R.]
pastorly |Appropriate to a pastor. Milton.
pastorship |Pastorate. Bp. Bull.
pastry |1. The place where pastry is made. [Obs.] Shak. 2. Articles of food made of paste, or having a crust made of paste, as pies, tarts, etc. Pastry cook, one whose occupation is to make pastry; as, the pastry cook of a hotel.
pasturable |Fit for pasture.
pasturage |1. Grazing ground; grass land used for pasturing; pasture. 2. Grass growing for feed; grazing. 3. The business of feeding or grazing cattle.
