vilayet |One of the chief administrative divisions or provinces of the Ottoman Empire; -- formerly called eyalet.
vild |Vile. [Obs.] \"That vild race.\" Spenser. -- Vild\"ly, adv. [Obs.] Spenser.
vile |1. Low; base; worthless; mean; despicable. A poor man in vile raiment. James ii. 2. The craft either of fishing, which was Peter's, or of making tents, which was Paul's, were [was] more vile than the science of physic. Ridley. The inhabitants account gold but as a vile thing. Abp. Abbot. 2. Morally base or impure; depraved by sin; hateful; in the sight of God and men; sinful; wicked; bad. \"Such vile base practices.\" Shak. Behold, I am vile; what shall I answer thee Job xl. 4. Syn. -- See Base. -- Vile\"ly, adv. -- Vile\"ness, n.
viled |Abusive; scurrilous; defamatory; vile. [Obs.] \"Viled speeches.\" Hayward.
vileyns |Villainous. [Obs.] \"Vileyns sinful deeds make a churl.\" Chaucer.
vilification |The act of vilifying or defaming; abuse. South.
vilifier |One who vilifies or defames.
vilify |1. To make vile; to debase; to degrade; to disgrace. [R.] When themselves they vilified To serve ungoverned appetite. Milton. 2. To degrade or debase by report; to defame; to traduce; to calumniate. I. Taylor. Many passions dispose us to depress and vilify the merit of one rising in the esteem of mankind. Addison. 3. To treat as vile; to despise. [Obs.] I do vilify your censure. Beau. & Fl.
vilipend |To value lightly; to depreciate; to slight; to despise. To vilipend the art of portrait painting. Longfellow.
vilipendency |Disesteem; slight; disparagement. [R.] E. Waterhouse.
vility |Vileness; baseness. [Obs.] Kennet.
vill |A small collection of houses; a village. \"Every manor, town, or vill.\" Sir M. Hale. Not should e'er the crested fowl From thorp or vill his matins sound for me. Wordsworth. Note: A word of various significations in English, law; as, a manor; a tithing; a town; a township; a parish; a part of a parish; a village. The original meaning of vill, in England, seems to have been derived from the Roman sense of the term villa, a single country residence or farm; a manor. Later, the term was applied only to a collection of houses more than two, and hence came to comprehend towns. Burrill. The statute of Exeter, 14 Edward I., mentions entire- vills, demivills, and hamlets.
villa |A country seat; a country or suburban residence of some pretensions to elegance. Dryden. Cowper.
village |A small assemblage of houses in the country, less than a town or city. Village cart, a kind of two-wheeled pleasure carriage without a top. Syn. -- Village, Hamlet, Town, City. In England, a hamlet denotes a collection of houses, too small to have a parish church. A village has a church, but no market. A town has both a market and a church or churches. A city is, in the legal sense, an incorporated borough town, which is, or has been, the place of a bishop's see. In the United States these distinctions do not hold.
villager |An inhabitant of a village. Brutus had rather be a villager Than to repute himself a son of Rome Under these hard condition. Shak.
villagery |Villages; a district of villages. [Obs.] \"The maidens of the villagery.\" Shak.
