genteel |1. Possessing or exhibiting the qualities popularly regarded as belonging to high birth and breeding; free from vulgarity, or lowness of taste or behavior; adapted to a refined or cultivated taste; polite; well-bred; as, genteel company, manners, address. 2. Graceful in mien or form; elegant in appearance, dress, or manner; as, the lady has a genteel person. Law. 3. Suited to the position of lady or a gentleman; as, to live in a genteel allowance. Syn. -- Polite; well-bred; refined; polished.
genteelish |Somewhat genteel.
genteelly |In a genteel manner.
genteelness |The quality of being genteel.
genterie |Nobility of birth or of character; gentility. [Obs.] Chaucer.
gentian |Any one of a genus (Gentiana) of herbaceous plants with opposite leaves and a tubular four- or five-lobed corolla, usually blue, but sometimes white, yellow, or red. See Illust. of Capsule. Note: Many species are found on the highest mountains of Europe, Asia, and America, and some are prized for their beauty, as the Alpine (Gentiana verna, Bavarica, and excisa), and the American fringed gentians (G. crinita and G. detonsa). Several are used as tonics, especially the bitter roots of Gentiana lutea, the officinal gentian of the pharmacopoeias. Horse gentian, fever root. -- Yellow gentian (Bot.), the officinal gentian (Gentiana lutea). See Bitterwort.
gentianaceous |Of or pertaining to a natural order of plants (Gentianaceæ) of which the gentian is the type.
gentianella |A kind of blue color. Johnson.
gentianic |Pertaining to or derived from the gentian; as, gentianic acid.
gentianine |A bitter, crystallizable substance obtained from gentian.
gentianose |A crystallizable, sugarlike substance, with a slightly sweetish taste, obtained from the gentian.
gentil |Gentle. [Obs.] Chaucer.
gentile |One of a non-Jewish nation; one neither a Jew nor a Christian; a worshiper of false gods; a heathen. Note: The Hebrews included in the term goyim, or nations, all the tribes of men who had not received the true faith, and were not circumcised. The Christians translated goyim by the L. gentes, and imitated the Jews in giving the name gentiles to all nations who were neither Jews nor Christians. In civil affairs, the denomination was given to all nations who were not Romans. Syn. -- Pagan; heathen. See Pagan.\n\n1. Belonging to the nations at large, as distinguished from the Jews; ethnic; of pagan or heathen people. 2. (Gram.)  Denoting a race or country; as, a gentile noun or adjective.
gentile-falcon |See Falcon-gentil.
gentilesse |Gentleness; courtesy; kindness; nobility. [Obs.] Chaucer.
gentilish |Heathenish; pagan.
gentilism |1. Hethenism; paganism; the worship of false gods. 2. Tribal feeling; devotion to one's gens.
gentilitial |1. Peculiar to a people; national. Sir T. Browne. 2. Hereditary; entailed on a family. Arbuthnot.
gentilitious |1. Peculiar to a people; national. Sir T. Browne. 2. Hereditary; entailed on a family. Arbuthnot.
gentility |1. Good extraction; dignity of birth. Macaulay. He . . . mines my gentility with my education. Shak. 2. The quality or qualities appropriate to those who are well born, as self-respect, dignity, courage, courtesy, politeness of manner, a graceful and easy mien and behavior, etc.; good breeding. 3. The class in society who are, or are expected to be, genteel; the gentry. [R.] Sir J. Davies. 4. Paganism; heathenism. [Obs.] Hooker.
gentilize |1. To live like a gentile or heathen. [Obs.] Milton. 2. To act the gentleman; -- with it (see It, 5). [Obs.]\n\nTo render gentile or gentlemanly; as, to gentilize your unworthy sones. [R.] Sylvester.
gentilly |In a gentle or hoble manner; frankly. [Obs.] Chaucer.
gentiopikrin |A bitter, yellow, crystalline substance, regarded as a glucoside, and obtained from the gentian.
gentisin |A tasteless, yellow, crystalline substance, obtained from the gentian; -- called also gentianin.
gentle |1. Well-born; of a good family or respectable birth, though not noble. British society is divided into nobility, gentry, and yeomanry, and families are either noble, gentle, or simple. Johnson's Cyc. The studies wherein our noble and gentle youth ought to bestow their time. Milton. 2. Quiet and refined in manners; not rough, harsh, or stern; mild; meek; bland; amiable; tender; as, a gentle nature, temper, or disposition; a gentle manner; a gentle address; a gentle voice. 3. A compellative of respect, consideration, or conciliation; as, gentle reader. \"Gentle sirs.\" \"Gentle Jew.\" \"Gentle servant.\" Shak. 4. Not wild, turbulent, or refractory; quiet and docile; tame; peaceable; as, a gentle horse. 5. Soft; not violent or rough; not strong, loud, or disturbing; easy; soothing; pacific; as, a gentle touch; a gentle gallop. \"Gentle music.\" Sir J. Davies. O sleep! it is a gentle thing. Coleridge. The gentle craft, the art or trade of shoemaking. Syn. -- Mild; meek; placid; dovelike; quiet; peaceful; pacific; bland; soft; tame; tractable; docile. -- Gentle, Tame, Mild, Meek. Gentle describes the natural disposition; tame, that which is subdued by training; mild implies a temper which is, by nature, not easily provoked; meek, a spirit which has been schooled to mildness by discipline or suffering. The lamb is gentle; the domestic fowl is tame; John, the Apostle, was mild; Moses was meek.\n\n1. One well born; a gentleman. [Obs.] Gentles, methinks you frown. Shak. 2. A trained falcon. See Falcon-gentil. 3. (Zoöl.)  A dipterous larva used as fish bait.\n\n1. To make genteel; to raise from the vulgar; to ennoble. [Obs.] Shak. 2. To make smooth, cozy, or agreeable. [R. or Poet.] To gentle life's descent, We shut our eyes, and think it is a plain. Young. 3. To make kind and docile, as a horse. [Colloq.]
gentle-hearted |Having a kind or gentle disposition. Shak. -- Gen\"tle-heart`ed*ness, n.
gentlefolk |Persons of gentle or good family and breeding. Etym: [Generally in the United States in the plural form.] Shak.
gentlefolks |Persons of gentle or good family and breeding. Etym: [Generally in the United States in the plural form.] Shak.
gentleman |1. A man well born; one of good family; one above the condition of a yeoman. 2. One of gentle or refined manners; a well-bred man. 3. (Her.)  One who bears arms, but has no title. 4. The servant of a man of rank. The count's gentleman, one Cesario. Shak. 5. A man, irrespective of condition; -- used esp. in the plural (= citizens; people), in addressing men in popular assemblies, etc. Note: In Great Britain, the term gentleman is applied in a limited sense to those having coats of arms, but who are without a title, and, in this sense, gentlemen hold a middle rank between the nobility and yeomanry. In a more extended sense, it includes every man above the rank of yeoman, comprehending the nobility. In the United States, the term is applied to men of education and good breeding of every occupation. Gentleman commoner, one of the highest class of commoners at the University of Oxford. -- Gentleman usher, one who ushers visitors into the presence of a sovereign, etc. -- Gentleman usher of the black rod, an usher belonging to the Order of the Garter, whose chief duty is to serve as official messenger of the House of Lords. -- Gentlemen-at-arms, a band of forty gentlemen who attend the sovereign on state occasions; formerly called gentlemen pensioners. [Eng.]
gentlemanhood |The qualities or condition of a gentleman. [R.] Thackeray.
gentlemanlike |Of, pertaining to, resembling, or becoming, a gentleman; well- behaved; courteous; polite.
gentlemanliness |The state of being gentlemanly; gentlemanly conduct or manners.
gentlemanly |Of, pertaining to, resembling, or becoming, a gentleman; well- behaved; courteous; polite.
