phonogram |1. A letter, character, or mark used to represent a particular sound. Phonograms are of three kinds: (1) Verbal signs, which stand for entire words; (2) Syllabic signs, which stand for the articulations of which words are composed; (3) Alphabetic signs, or letters, which represent the elementary sounds into which the syllable can be resolved. I. Taylor (The Alphabet). 2. A record of sounds made by a phonograph.
phonograph |1. A character or symbol used to represent a sound, esp. one used in phonography. 2. (Physics)  An instrument for the mechanical registration and reproduction of audible sounds, as articulate speech, etc. It consists of a rotating cylinder or disk covered with some material easily indented, as tinfoil, wax, paraffin, etc., above which is a thin plate carrying a stylus. As the plate vibrates under the influence of a sound, the stylus makes minute indentations or undulations in the soft material, and these, when the cylinder or disk is again turned, set the plate in vibration, and reproduce the sound.
phonographer |1. One versed or skilled in phonography. 2. One who uses, or is skilled in the use of, the phonograph. See Phonograph, 2.
phonographic |1. Of or pertaining to phonography; based upon phonography. 2. Of or pertaining to phonograph; done by the phonograph.
phonographical |1. Of or pertaining to phonography; based upon phonography. 2. Of or pertaining to phonograph; done by the phonograph.
phonographically |In a phonographic manner; by means of phonograph.
phonographist |Phonographer.
phonography |1. A description of the laws of the human voice, or sounds uttered by the organs of speech. 2. A representation of sounds by distinctive characters; commonly, a system of shorthand writing invented by Isaac Pitman, or a modification of his system, much used by reporters. Note: The consonants are represented by straight lines and curves; the vowels by dots and short dashes; but by skilled phonographers, in rapid work, most vowel marks are omitted, and brief symbols for common words and combinations of words are extensively employed. The following line is an example of phonography, in which all the sounds are indicated: -- They also serve who only stand and wait. Milton. 3. The art of constructing, or using, the phonograph.
phonolite |A compact, feldspathic, igneous rock containing nephelite, haüynite, etc. Thin slabs give a ringing sound when struck; -- called also clinkstone.
phonologer |A phonologist.
phonologic |Of or pertaining to phonology.
phonological |Of or pertaining to phonology.
phonologist |One versed in phonology.
phonology |The science or doctrine of the elementary sounds uttered by the human voice in speech, including the various distinctions, modifications, and combinations of tones; phonetics. Also, a treatise on sounds.
phonometer |An instrument for measuring sounds, as to their intensity, or the frequency of the vibrations.
phonomotor |An instrument in which motion is produced by the vibrations of a sounding body.
phonorganon |A speaking machine.
phonoscope |(a) An instrument for observing or exhibiting the motions or properties of sounding bodies; especially, an apparatus invented by König for testing the quality of musical strings. (b) An instrument for producing luminous figures by the vibrations of sounding bodies.
phonotype |A type or character used in phonotypy.
phonotypic |Of or pertaining to phonotypy; as, a phonotypic alphabet.
phonotypical |Of or pertaining to phonotypy; as, a phonotypic alphabet.
phonotypist |One versed in phonotypy.
phonotypy |A method of phonetic printing of the English language, as devised by Mr. Pitman, in which nearly all the ordinary letters and many new forms are employed in order to indicate each elementary sound by a separate character.
phorminx |A kind of lyre used by the Greeks. Mrs. Browning.
phormium |A genus of liliaceous plants, consisting of one species (Phormium tenax). See Flax-plant.
phorone |A yellow crystalline substance, having a geraniumlike odor, regarded as a complex derivative of acetone, and obtained from certain camphor compounds.
phoronis |A remarkable genus of marine worms having tentacles around the mouth. It is usually classed with the gephyreans. Its larva (Actinotrocha) undergoes a peculiar metamorphosis.
phoronomia |See Phoronomics.
phoronomics |The science of motion; kinematics. [R.] Weisbach.
phosgene |Producing, or produced by, the action of light; -- formerly used specifically to designate a gas now called carbonyl chloride. See Carbonyl.
phosgenite |A rare mineral occurring in tetragonal crystals of a white, yellow, or grayish color and adamantine luster. It is a chlorocarbonate of lead.
phospham |An inert amorphous white powder, PN2H, obtained by passing ammonia over heated phosphorus. [Spelt also phosphame.] -- Phos\"pham\"ic, a.
phosphate |A salt of phosphoric acid.
phosphatic |Pertaining to, or containing, phosphorus, phosphoric acid, or phosphates; as, phosphatic nodules. Phosphatic diathesis (Med.), a habit of body which leads to the undue excretion of phosphates with the urine.
phosphaturia |The excessive discharge of phosphates in the urine.
phosphene |A luminous impression produced through excitation of the retina by some cause other than the impingement upon it of rays of light, as by pressure upon the eyeball when the lids are closed. Cf. After- image.
phosphide |A binary compound of phosphorus.
phosphine |A colorless gas, PH3, analogous to ammonia, and having a disagreeable odor resembling that of garlic. Called also hydrogen phosphide, and formerly, phosphureted hydrogen. Note: It is the most important compound of phosphorus and hydrogen, and is produced by the action of caustic potash on phosphorus. It is spontaneously inflammable, owing to impurities, and in burning produces peculiar vortical rings of smoke.
phosphinic |Pertaining to, or designating, certain acids analogous to the phosphonic acids, but containing two hydrocarbon radicals, and derived from the secondary phosphines by oxidation.
phosphite |A salt of phosphorous acid.
phosphonic |Pertaining to, or designating, certain derivatives of phosphorous acid containing a hydrocarbon radical, and analogous to the sulphonic acid.
phosphonium |The hypothetical radical PH4, analogous to ammonium, and regarded as the nucleus of certain derivatives of phosphine.
phosphor |1. Phosphorus. [Obs.] Addison. 2. The planet Venus, when appearing as the morning star; Lucifer. [Poetic] Pope. Tennyson.
phosphor-bronze |A variety of bronze possessing great hardness, elasticity, and toughness, obtained by melting copper with tin phosphide. It contains one or two per cent of phosphorus and from five to fifteen per cent of tin.
phosphorate |To impregnate, or combine, with phosphorus or its compounds; as, phosphorated oil.
phosphoreous |Phosphorescent. [Obs.]
phosphoresce |To shine as phosphorus; to be phosphorescent; to emit a phosphoric light.
phosphorescence |1. The quality or state of being phosphorescent; or the act of phosphorescing. 2. A phosphoric light.
phosphorescent |Shining with a phosphoric light; luminous without sensible heat. -- n.  A phosphorescent substance.
phosphoric |1. (Chem.) Of or pertaining to phosphorus; resembling, or containing, from us; specifically, designating those compounds in which phosphorus has a higher valence as contrasted with the phosphorous compounds. 2. Phosphorescent. \"A phosphoric sea.\" Byron. Glacial phosphoric acid. (Chem.) (a) Metaphosphoric acid in the form of glassy semitransparent masses or sticks. (b) Pure normal phosphoric acid. -- Phosphoric acid (Chem.), a white crystalline substance, H3PO4, which is the most highly oxidized acid of phosphorus, and forms an important and extensive series of compounds, viz., the phosphates. -- Soluble phosphoric acid, Insoluble phosphoric acid (Agric. Chem.), phosphoric acid combined in acid salts, or in neutral or basic salts, which are respectively soluble and insoluble in water or in plant juices. -- Reverted phosphoric acid (Agric. Chem.), phosphoric acid changed from acid (soluble) salts back to neutral or basic (insoluble) salts.
phosphorical |Phosphoric.
phosphorite |(min.) A massive variety of apatite.
phosphoritic |Pertaining to phosphorite; resembling, or of the nature of, phosphorite.
phosphorize |To phosphorate.
phosphorized |Containing, or impregnated with, phosphorus.
phosphorogenic |Generating phosphorescence; as, phosphorogenic rays.
phosphoroscope |An apparatus for observing the phosphorescence produced in different bodies by the action of light, and for measuring its duration.
phosphorous |Of or pertaining to phosphorus; resembling or containing phosphorus; specifically, designating those compounds in which phosphorus has a lower valence as contrasted with phosphoric compounds; as, phosphorous acid, H3PO3.
phosphorus |1. The morning star; Phosphor. 2. (Chem.)  A poisonous nonmetallic element of the nitrogen group, obtained as a white, or yellowish, translucent waxy substance, having a characteristic disagreeable smell. It is very active chemically, must be preserved under water, and unites with oxygen even at ordinary temperatures, giving a faint glow, -- whence its name. It always occurs compined, usually in phosphates, as in the mineral apatite, in bones, etc. It is used in the composition on the tips of friction matches, and for many other purposes. The molecule contains four atoms. Symbol P. Atomic weight 31.0. 3. (Chem.)  Hence, any substance which shines in the dark like phosphorus, as certain phosphorescent bodies. Bologna phosphorus (Chem.), sulphide of barium, which shines in the dark after exposure to light; -- so called because this property was discovered by a resident of Bologna. The term is sometimes applied to other compounds having similar properties. -- Metallic phosphorus (Chem.), an allotropic modification of phosphorus, obtained as a gray metallic crystalline substance, having very inert chemical properties. It is obtained by heating ordinary phosphorus in a closed vessel at a high temperature. -- Phosphorus disease (Med.), a disease common among workers in phosphorus, giving rise to necrosis of the jawbone, and other symptoms. -- Red, or Amorphous, phosphorus (Chem.), an allotropic modification of phosphorus, obtained as a dark red powder by heating ordinary phosphorus in closed vessels. It is not poisonous, is not phosphorescent, and is only moderately active chemically. It is valuable as a chemical reagent, and is used in the composition of the friction surface on which safety matches are ignited. -- Solar phosphori (Chem.), phosphorescent substances which shine in the dark after exposure to the sunlight or other intense light.
phosphorus steel |A steel in which the amount of phosphorus exceeds that of carbon.
phosphoryl |The radical PO, regarded as the typical nucleus of certain compounds.
phosphuret |A phosphide. [Obsoles.]
phosphureted |Impregnated, or combined, with phosphorus. [Obsoles.] [Written also phosphuretted.] Phosphureted hydrogen. (Chem.) See Phosphine.
photic |Relating to the production of light by the lower animals.
photic region |The uppermost zone of the sea, which receives the most light.
photics |The science of light; -- a general term sometimes employed when optics is restricted to light as a producing vision. Knight.
photism |A luminous image or appearance of a hallucinatory character.
photo |A contraction of Photograph. [Colloq.]
photo- |A combining form from Gr. fw^s, fwto`s, light; as, photography, phototype, photometer.
photo-electric |Acting by the operation of both light and electricity; -- said of apparatus for producing pictures by electric light.\n\nPert. to, or capable of developing, photo-electricity.
photo-electric cell |A cell (as one of two electrodes embedded in selenium) which by exposure to light generates an electric current.
photo-electrical |Pert. to, or capable of developing, photo-electricity.
photo-electricity |Electricity produced by light.
photo-electrograph |An electrometer registering by photography.
photo-electrotype |An electrotype plate formed in a mold made by photographing on prepared gelatine, etc.
photo-engrave |To engrave by a photomechanical process; to make a photo- engraving of. -- Pho`to-en*grav\"er (#), n.
photo-engraving |The process of obtaining an etched or engraved plate from the photographic image, to be used in printing; also, a picture produced by such a process.
photo-epinasty |A disproportionately rapid growth of the upper surface of dorsiventral organs, such as leaves, through the stimulus of exposure to light. Encyc. Brit.
photo-etch |To engrave, or make an engraving of, by any photomechanical process involving etching of the plate.
photo-etching |A photo-engraving produced by any process involving the etching of the plate.
photobacterium |A genus including certain comma-shaped marine bacteria which emit bluish or greenish phosphorescence. Also, any microörganism of this group.
photobiotic |Requiring light to live; incapable of living without light; as, photobiotic plant cells.
photoceramics |Art or process of decorating pottery with photographically prepared designs. -- Pho`to*ce*ram\"ic (#), a.
photochemical |Of or pertaining to chemical action of light, or produced by it; as, the photochemical changes of the visual purple of the retina.
photochemistry |The branch of chemistry which relates to the effect of light in producing chemical changes, as in photography.
photochromatic |Of or pertaining to photochromy; produced by photochromy.
photochromic |Of or pertaining to photochromy; produced by photochromy.
photochromography |Art or process of printing colored photographs.
photochromoscope |1. A device for giving shifting effects of color to a photograph. The unmounted print, made translucent, is illuminated from behind with colored light. 2.  A combination of three optical lanterns for projecting objects on a screen in the colors of nature. The images of three partial photographs taken through color screens (red, green, and blue, respectively) are superimposed. Each image is given its own primary color, and these colors blend and reproduce the colors of the object.
photochromotype |A colored print made photomechanically.\n\nTo represent by a colored print made by any photomechanical process.
photochromotypy |The art of making photochromotypes.
photochromy |The art or process of reproducing colors by photography.
photochronograph |1. (Physics) An instrument for recording minute intervals of time. The record is made by the power of a magnetic field, due to an electric signaling current, to turn the plane of polarization of light. A flash, coinciding in time and duration with the signal, is thus produced and is photographed on a moving plate. 2.  (Astron.) An instrument for the photographic recording of star transits.
photochronography |Art of recording or measuring intervals of time by the photochronograph. -- Pho`to*chron`o*graph\"ic (#), -graph\"ic*al (#), a. -- -graph\"ic*al*ly, adv.
photodrome |An apparatus consisting of a large wheel with spokes, which when turning very rapidly is illuminated by momentary flashes of light passing through slits in a rotating disk. By properly timing the succession of flashes the wheel is made to appear to be motionless, or to rotate more or less slowly in either direction.
photodynamics |The relation of light to the movements of plants and their organs; the study of the phenomena of curvatures induced by the stimulus of light. --Pho`to*dy*nam\"ic (#), Pho`to*dy*nam\"ic*al (#), a.
photogalvanography |The art or process of making photo-electrotypes. Sir D. Brewster.
photogen |A light hydrocarbon oil resembling kerosene. It is obtained by distilling coal, paraffin, etc., and is used as a lubricant, illuminant, etc. [Written also photogene.]
photogene |1. A photograph. [Obsoles.] 2. A more or less continued impression or image on the retina. H. Spencer.
photogenic |Of or pertaining to photogeny; producing or generating light.
photogeny |See Photography. [Obsoles.]
photoglyphic |Pertaining to the art of engraving by the action of light. [Written also photoglyptic.] Photoglyphic engraving, a process of etching on copper, steel, or zinc, by means of the action of light and certain chemicals, so that from the plate impressions may be taken. Sir D. Brewster.
photoglyphy |Photoglyphic engraving. See under Photoglyphic.
photoglyptic |Same as Photoglyphic.
photogram |A photograph. [R.]
photogrammeter |A phototheodolite, or a camera designed for use in photogrammetry. --Pho`to*gram*met\"ric (#), Pho`to*gram*met\"ric*al (#), a.
photogrammetry |A method of surveying or map making by photography, used also in determining the height and motions of clouds, sea waves, and the like.
photograph |A picture or likeness obtained by photography.\n\nTo take a picture or likeness of by means of photography; as, to photograph a view; to photograph a group. He makes his pen drawing on white paper, and they are afterwards photographed on wood. Hamerton. Note: Also used figuratively. He is photographed on my mind. Lady D. Hardy.\n\nTo practice photography; to take photographs.
photographer |One who practices, or is skilled in, photography.
photographic |Of or pertaining to photography; obtained by photography; used ib photography; as a photographic picture; a photographic camera. -- Pho`to*graph\"ic*al*ly, adv. Photographic printing, the process of obtaining pictures, as on chemically prepared paper, from photographic negatives, by exposure to light.
photographical |Of or pertaining to photography; obtained by photography; used ib photography; as a photographic picture; a photographic camera. -- Pho`to*graph\"ic*al*ly, adv. Photographic printing, the process of obtaining pictures, as on chemically prepared paper, from photographic negatives, by exposure to light.
photographist |A photographer.
photographometer |An instrument for determining the sensibility of the plates employed in photographic processes to luminous rays.
photographone |A device, consisting essentially of an electric arc and a camera, by which a series of photographs of the variations of the arc due to sound waves are obtained for reproduction by means of a selenium cell and a telephone.
