adulterer |1. A man who commits adultery; a married man who has sexual intercourse with a woman not his wife. 2. (Script.)  A man who violates his religious covenant. Jer. ix. 2.
adulteress |1. A woman who commits adultery. 2. (Script.)  A woman who violates her religious engagements. James iv. 4.
adulterine |Proceeding from adulterous intercourse. Hence: Spurious; without the support of law; illegal. When any particular class of artificers or traders thought proper to act as a corporation without a charter, such were called adulterine guilds. Adam Smith.\n\nAn illegitimate child. [R.]
adulterize |To commit adultery. Milton.
adulterous |1. Guilty of, or given to, adultery; pertaining to adultery; illicit. Dryden. 2. Characterized by adulteration; spurious. \"An adulterous mixture.\" [Obs.] Smollett.
adulterously |In an adulterous manner.
adultery |1. The unfaithfulness of a married person to the marriage bed; sexual intercourse by a married man with another than his wife, or voluntary sexual intercourse by a married woman with another than her husband. Note: It is adultery on the part of the married wrongdoer. The word has also been used to characterize the act of an unmarried participator, the other being married. In the United States the definition varies with the local statutes. Unlawful intercourse between two married persons is sometimes called double adultery; between a married and an unmarried person, single adultery. 2. Adulteration; corruption. [Obs.] B. Jonson. 3. (Script.) (a) Lewdness or unchastity of thought as well as act, as forbidden by the seventh commandment. (b) Faithlessness in religion. Jer. iii. 9. 4. (Old Law)  The fine and penalty imposed for the offense of adultery. 5. (Eccl.)  The intrusion of a person into a bishopric during the life of the bishop. 6. Injury; degradation; ruin. [Obs.] You might wrest the caduceus out of my hand to the adultery and spoil of nature. B. Jonson.
adultness |The state of being adult.
adumbrant |Giving a faint shadow, or slight resemblance; shadowing forth.
adumbrate |1. To give a faint shadow or slight representation of; to outline; to shadow forth. Both in the vastness and the richness of the visible universe the invisible God is adumbrated. L. Taylor. 2. To overshadow; to shade.
adumbration |1. The act of adumbrating, or shadowing forth. 2. A faint sketch; an outline; an imperfect portrayal or representation of a thing. Elegant adumbrations of sacred truth. Bp. Horsley. 3. (Her.)  The shadow or outlines of a figure.
adumbrative |Faintly representing; typical. Carlyle.
adunation |A uniting; union. Jer. Taylor.
adunc |Hooked; as, a parrot has an adunc bill.
aduncity |Curvature inwards; hookedness. The aduncity of the beaks of hawks. Pope.
aduncous |Curved inwards; hooked.
adunque |Hooked; as, a parrot has an adunc bill.
adure |To burn up. [Obs.] Bacon.
adurol |Either of two compounds, a chlorine derivative and bromine derivative, of hydroquinone, used as developers.
adust |1. Inflamed or scorched; fiery. \"The Libyan air adust.\" Milton. 2. Looking as if or scorched; sunburnt. A tall, thin man, of an adust complexion. Sir W. Scott. 3. (Med.)  Having much heat in the constitution and little serum in the blood. [Obs.] Hence: Atrabilious; sallow; gloomy.
adusted |Burnt; adust. [Obs.] Howell.
adustible |That may be burnt. [Obs.]
adustion |1. The act of burning, or heating to dryness; the state of being thus heated or dried. [Obs.] Harvey. 2. (Surg.)  Cauterization. Buchanan.
