pus |The yellowish white opaque creamy matter produced by the process of suppuration. It consists of innumerable white nucleated cells floating in a clear liquid.
pusane |A piece of armor for the breast; often, an addition to, or reënforcement of. the breastplate; -- called also pesane.
puseyism |The principles of Dr. Pusey and others at Oxford, England, as exhibited in various publications, esp. in a series which appeared from 1833 to 1841, designated \" Tracts for the Times;\" tractarianism. See Tractarianism.
puseyistic |Of or pertaining to Puseyism.
puseyite |Of or pertaining to Puseyism.\n\nOne who holds the principles of Puseyism; -- often used opprobriously.
push |A pustule; a pimple. [Obs. or Prov. Eng.] Bacon.\n\n1. To press against with force; to drive or impel by pressure; to endeavor to drive by steady pressure, without striking; -- opposed to draw. Sidelong had pushed a mountain from his seat. Milton. 2. To thrust the points of the horns against; to gore. If the ox shall push a manservant or maidservant, . . . the ox shall be stoned. Ex. xxi. 32. 3. To press or urge forward; to drive; to push an objection too far. \" To push his fortune.\" Dryden. Ambition pushes the soul to such actions as are apt to procure honor to the actor. Spectator. We are pushed for an answer. Swift. 4. To bear hard upon; to perplex; to embarrass. 5. To importune; to press with solicitation; to tease. To push down, to overthrow by pushing or impulse.\n\n1. To make a thrust; to shove; as, to push with the horns or with a sword. Shak. 2. To make an advance, attack, or effort; to be energetic; as, a man must push in order to succeed. At the time of the end shall the kind of the south push at him and the king of the north shall come against him. Dan. xi. 40. War seemed asleep for nine long years; at length Both sides resolved to push, we tried our strength. Dryden. 3. To burst pot, as a bud or shoot. To push on, to drive or urge forward; to hasten. The rider pushed on at a rapid pace. Sir W. Scott.\n\n1. A thrust with a pointed instrument, or with the end of a thing. 2. Any thrust. pressure, impulse, or force, or force applied; a shove; as, to give the ball the first push. 3. An assault or attack; an effort; an attempt; hence, the time or occasion for action. Exact reformation is not perfected at the first push. Milton. hen it comes to the push, tic no more than talk. L' Estrange. 4. The faculty of overcoming obstacles; aggressive energy; as, he has push, or he has no push. [Colloq.] Syn. -- See Thrust.
push button |A simple device, resembling a button in form, so arranged that pushing it closes an electric circuit, as of an electric bell.
pusher |One who, or that which, pushes.
pushing |Pressing forward in business; enterprising; driving; energetic; also, forward; officious, intrusive. -- Push\"ing*ly, adv.
pushpin |A child's game played with pins. L. Estrange.
pusil |Very small; little; petty. [Obs.] Bacon.
pusillanimity |The quality of being pusillanimous; weakness of spirit; cowardliness. The badge of pusillanimity and cowardice. Shak. It is obvious to distinguished between an act of . . . pusillanimity and an act of great modesty or humility. South. Syn. -- Cowardliness; cowardice; fear; timidity.
pusillanimous |1. Destitute of a manly or courageous strength and firmness of mind; of weak spirit; mean-spirited; spiritless; cowardly; -- said of persons, as, a pussillanimous prince. 2. Evincing, or characterized by, weakness of mind, and want of courage; feeble; as, pusillanimous counsels. \"A low and pusillanimous spirit.\" Burke. Syn. -- Cowardly; dastardly; mean-spirited; fainthearted; timid; weak; feeble.
pusillanimously |With pusillanimity.
pusley |Purslane. [Colloq. U. S]
puss |1. A cat; -- a fondling appellation. 2. A hare; -- so called by sportsmen. Puss in the corner, a game in which all the players but one occupy corners of a room, or certain goals in the open air, and exchange places, the one without a corner endeavoring to get a corner while it is vacant, leaving some other without one. -- Puss moth (Zoöl.), any one of several species of stout bombycid moths belonging to Cerura, Harpyia, and allied genera, esp. Harpyia vinuli, of Europe. The larvæ are humpbacked, and have two caudal appendages.
pussy |1. A pet name for a cat; also, an endearing name for a girl. 2. A catkin of the pussy willow. 3. The game of tipcat; -- also called pussy cat. Pussy willow (Bot.), any kind of willow having large cylindrical catkins clothed with long glossy hairs, especially the American Salix discolor; -- called also glaucous willow, and swamp willow.\n\nSee Pursy. [Colloq. or Low]
pustulant |Producing pustules. -- n.  A medicine that produces pustules, as croton oil.
pustular |1. Of or pertaining to pustules; as, pustular prominences; pustular eruptions. 2. Covered with pustulelike prominences; pustulate.
pustulate |To form into pustules, or blisters.\n\nCovered with pustulelike prominences; pustular; pustulous; as, a pustulate leaf; a pustulate shell or coral.
pustulated |Covered with pustulelike prominences; pustular; pustulous; as, a pustulate leaf; a pustulate shell or coral.
pustulation |The act of producing pustules; the state of being pustulated.
pustule |A vesicle or an elevation of the cuticle with an inflamed base, containing pus. Malignant pustule. See under Malignant.
pustulous |Resembling, or covered with, pustules; pustulate; pustular.
