interesting |Engaging the attention; exciting, or adapted to excite, interest, curiosity, or emotion; as, an interesting story; interesting news. Cowper.
interestingly |In an interesting manner.
interestingness |The condition or quality of being interesting. A. Smith.
interfacial |Included between two plane surfaces or faces; as, an interfacial angle.
interfascicular |Between fascicles or bundles; as, the interfascicular spaces of connective tissue.
interferant |One of the contestants in interference before the Patent Office. [U.S.]
interfere |1. To come in collision; to be in opposition; to clash; as, interfering claims, or commands. 2. To enter into, or take a part in, the concerns of others; to intermeddle; to interpose. To interfere with party disputes. Swift. There was no room for anyone to interfere with his own opinions. Bp. Warburton. 3. To strike one foot against the opposite foot or ankle in using the legs; -- sometimes said of a human being, but usually of a horse; as, the horse interferes. 4. (Physics)  To act reciprocally, so as to augment, diminish, or otherwise affect one another; -- said of waves, rays of light, heat, etc. See Interference, 2. 5. (Patent Law)  To cover the same ground; to claim the same invention. Syn. -- To interpose; intermeddle. See Interpose.
interference |1. The act or state of interfering; as, the stoppage of a machine by the interference of some of its parts; a meddlesome interference in the business of others. 2. (Physics)  The mutual influence, under certain conditions, of two streams of light, or series of pulsations of sound, or, generally, two waves or vibrations of any kind, producing certain characteristic phenomena, as colored fringes, dark bands, or darkness, in the case of light, silence or increased intensity in sounds; neutralization or superposition of waves generally. Note: The term is most commonly applied to light, and the undulatory theory of light affords the proper explanation of the phenomena which are considered to be produced by the superposition of waves, and are thus substantially identical in their origin with the phenomena of heat, sound, waves of water, and the like. 3. (Patent Law)  The act or state of interfering, or of claiming a right to the same invention. Interference figures (Optics), the figures observed when certain sections of crystallized bodies are viewed in converging polarized light; thus, a section of a uniaxial crystal, cut normal to the vertical axis, shows a series of concentric colored rings with a single black cross; -- so called because produced by the interference of luminous waves. -- Interference fringe. (Optics) See Fringe.
interferer |One who interferes.
interferingly |By or with interference.
interferometer |An instrument for measuring small movements, distances, or displacements by means of the interference of two beams of light; -- called also refractometer.
interflow |To flow in. [R.] Holland.
interfluent |Flowing between or among; intervening. Boyle.
interfluous |Flowing between or among; intervening. Boyle.
interfolded |Intertwined; interlocked; clasped together. Longfellow.
interfoliaceous |At the same node with opposite or whorled leaves, but occupying a position between their places of attachment.
interfoliate |To interleave. [Obs.] Evelyn.
interfollicular |Between follicles; as, the interfollicular septa in a lymphatic gland.
interfretted |Interlaced; linked together; -- said of charges or bearings. See Fretted.
interfulgent |Shining between.
interfuse |1. To pour or spread between or among; to diffuse; to scatter. The ambient air, wide interfused, Embracing round this florid earth. Milton. 2. To spread through; to permeate; to pervade. [R.] Keats, in whom the moral seems to have so perfectly interfused the physical man, that you might almost say he could feel sorrow with his hands. Lowell. 3. To mix up together; to associate. H. Spencer.
interfusion |The act of interfusing, or the state of being interfused. Coleridge.
