double-tongue |Deceit; duplicity. Now cometh the sin of double-tongue, such as speak fair before folk and wickedly behind. Chaucer.
double-tongued |Making contrary declarations on the same subject; deceitful. Likewise must the deacons be grave, not double-tongued. 1 Tim. iii. 8.
double-tonguing |A peculiar action of the tongue by flute players in articulating staccato notes; also, the rapid repetition of notes in cornet playing.
doubleganger |An apparition or double of a living person; a doppelgänger. Either you are Hereward, or you are his doubleganger. C. Kingsley.
doublehearted |Having a false heart; deceitful; treacherous. Sandys.
doubleminded |Having different minds at different times; unsettled; undetermined. A double-minded man is unstable in all his ways. Jas. i. 8.
doubleness |1. The state of being double or doubled. 2. Duplicity; insincerity. Chaucer.
doubler |1. One who, or that which, doubles. 2. (Elec.)  An instrument for augmenting a very small quantity of electricity, so as to render it manifest by sparks or the electroscope.
doublet |1. Two of the same kind; a pair; a couple. 2. (Print.)  A word or words unintentionally doubled or set up a second time. 3. A close-fitting garment for men, covering the body from the neck to the waist or a little below. It was worn in Western Europe from the 15th to the 17th century. 4. (Lapidary Work)  A counterfeit gem, composed of two pieces of crystal, with a color them, and thus giving the appearance of a naturally colored gem. Also, a piece of paste or glass covered by a veneer of real stone. 5. (Opt.)  An arrangement of two lenses for a microscope, designed to correct spherical aberration and chromatic dispersion, thus rendering the image of an object more clear and distinct. W. H. Wollaston. 6. pl. (See No. 1.)  Two dice, each of which, when thrown, has the same number of spots on the face lying uppermost; as, to throw doublets. 7. pl. Etym: [Cf. Pr. doblier, dobler draughtboard.]  A game somewhat like backgammon. Halliwell. 8. One of two or more words in the same language derived by different courses from the same original from; as, crypt and grot are doublets; also, guard and ward; yard and garden; abridge and abbreviate, etc.
doublethreaded |1. Consisting of two threads twisted together; using two threads. 2. (Mech.)  Having two screw threads instead of one; -- said of a screw in which the pitch is equal to twice the distance between the centers of adjacent threads.
doubletree |The bar, or crosspiece, of a carriage, to which the singletrees are attached.
doublets |See Doublet, 6 and 7.
doubling |1. The act of one that doubles; a making double; reduplication; also, that which is doubled. 2. A turning and winding; as, the doubling of a hunted hare; shift; trick; artifice. Dryden. 3. (Her.)  The lining of the mantle borne about the shield or escutcheon. 4. The process of redistilling spirits, to improve the strength and flavor. Doubling a cape, promontory, etc. (Naut.), sailing around or passing beyond a cape, promontory, etc.
doubloon |A Spanish gold coin, no longer issued, varying in value at different times from over fifteen dollars to about five. See Doblon in Sup.
doublure |1. (Bookbinding) The lining of a book cover, esp. one of unusual sort, as of tooled leather, painted vellum, rich brocade, or the like. 2.  (Paleon.) The reflexed margin of the trilobite carapace.
doubly |1. In twice the quantity; to twice the degree; as, doubly wise or good; to be doubly sensible of an obligation. Dryden. 2. Deceitfully. \"A man that deals doubly.\" Huloet.
doubt |1. To waver in opinion or judgment; to be in uncertainty as to belief respecting anything; to hesitate in belief; to be undecided as to the truth of the negative or the affirmative proposition; to b e undetermined. Even in matters divine, concerning some things, we may lawfully doubt, and suspend our judgment. Hooker. To try your love and make you doubt of mine. Dryden. 2. To suspect; to fear; to be apprehensive. [Obs.] Syn. -- To waver; vacillate; fluctuate; hesitate; demur; scruple; question.\n\n1. To question or hold questionable; to withhold assent to; to hesitate to believe, or to be inclined not to believe; to withhold confidence from; to distrust; as, I have heard the story, but I doubt the truth of it. To admire superior sense, and doubt their own! Pope. I doubt not that however changed, you keep So much of what is graceful. Tennyson. To doubt not but. I do not doubt but I have been to blame. Dryden. We doubt not now But every rub is smoothed on our way. Shak. Note: That is, we have no doubt to prevent us from believing, etc. (or notwithstanding all that may be said to the contrary) -- but having a preventive sense, after verbs of \"doubting\" and \"denying\" that convey a notion of hindrance. E. A. Abbott. 2. To suspect; to fear; to be apprehensive of. [Obs.] Edmond [was a] good man and doubted God. R. of Gloucester. I doubt some foul play. Shak. That I of doubted danger had no fear. Spenser. 3. To fill with fear; to affright. [Obs.] The virtues of the valiant Caratach More doubt me than all Britain. Beau. & Fl.\n\n1. A fluctuation of mind arising from defect of knowledge or evidence; uncertainty of judgment or mind; unsettled state of opinion concerning the reality of an event, or the truth of an assertion, etc.; hesitation. Doubt is the beginning and the end of our efforts to know. Sir W. Hamilton. Doubt, in order to be operative in requiring an acquittal, is not the want of perfect certainty (which can never exist in any question of fact) but a defect of proof preventing a reasonable assurance of quilt. Wharton. 2. Uncertainty of condition. Thy life shall hang in doubt before thee. Deut. xxviii. 66. 3. Suspicion; fear; apprehension; dread. [Obs.] I stand in doubt of you. Gal. iv. 20. Nor slack her threatful hand for danger's doubt. Spenser. 4. Difficulty expressed or urged for solution; point unsettled; objection. To every doubt your answer is the same. Blackmore. No doubt, undoubtedly; without doubt. -- Out of doubt, beyond doubt. [Obs.] Spenser. Syn. -- Uncertainty; hesitation; suspense; indecision; irresolution; distrust; suspicion; scruple; perplexity; ambiguity; skepticism.
doubtable |1. Capable of being doubted; questionable. 2. Worthy of being feared; redoubtable. [Obs.]
doubtance |State of being in doubt; uncertainty; doubt. [Obs.] Chaucer.
doubter |One who doubts; one whose opinion is unsettled; one who scruples.
doubtful |1. Not settled in opinion; undetermined; wavering; hesitating in belief; also used, metaphorically, of the body when its action is affected by such a state of mind; as, we are doubtful of a fact, or of the propriety of a measure. Methinks I should know you, and know this man; Yet I am doubtful. Shak. With doubtful feet and wavering resolution. Milton. 2. Admitting of doubt; not obvious, clear, or certain; questionable; not decided; not easy to be defined, classed, or named; as, a doubtful case, hue, claim, title, species, and the like. Beauty is but a vain and doubtful good. Shak. Is it a great cruelty to expel from our abode the enemy of our peace, or even the doubtful friend [i. e., one as to whose sincerity there may be doubts] Bancroft. 3. Characterized by ambiguity; dubious; as, a doubtful expression; a doubtful phrase. 4. Of uncertain issue or event. We . . . have sustained one day in doubtful fight. Milton. The strife between the two principles had been long, fierce, and doubtful. Macaulay. 5. Fearful; apprehensive; suspicious. [Obs.] I am doubtful that you have been conjunct And bosomed with her. Shak. Syn. -- Wavering; vacillating; hesitating; undetermined; distrustful; dubious; uncertain; equivocal; ambiguous; problematical; questionable.
doubtfully |In a doubtful manner. Nor did the goddess doubtfully declare. Dryden.
doubtfulness |1. State of being doubtful. 2. Uncertainty of meaning; ambiguity; indefiniteness. \" The doubtfulness of his expressions.\" Locke. 3. Uncertainty of event or issue. Bacon.
doubting |That is uncertain; that distrusts or hesitates; having doubts. -- Doubt\"ing*ly, adv.
doubtless |Free from fear or suspicion. [Obs.] Pretty child, sleep doubtless and secure. Shak.\n\nUndoubtedly; without doubt.
doubtlessly |Unquestionably. Beau. & Fl.
doubtous |Doubtful. [Obs.] Chaucer.
douc |A monkey (Semnopithecus nemæus), remarkable for its varied and brilliant colors. It is a native of Cochin China.
douce |1. Sweet; pleasant. [Obs.] 2. Sober; prudent; sedate; modest. [Scot.] And this is a douce, honest man. Sir W. Scott.
doucepere |One of the twelve peers of France, companions of Charlemagne in war. [Written also douzepere.] [Obs.] Big-looking like a doughty doucepere. Spenser.
doucet |1. A custard. [Obs.] 2. A dowcet, or deep's testicle.
douceur |1. Gentleness and sweetness of manner; agreeableness. Chesterfield. 2. A gift for service done or to be done; an honorarium; a present; sometimes, a bribe. Burke.
douche |1. A jet or current of water or vapor directed upon some part of the body to benefit it medicinally; a douche bath. 2. (Med.)  A syringe.
doucine |Same as Cyma, under Cyma.
doucker |A grebe or diver; -- applied also to the golden-eye, pochard, scoter, and other ducks. [Written also ducker.] [Prov. Eng.]
dough |1. Paste of bread; a soft mass of moistened flour or meal, kneaded or unkneaded, but not yet baked; as, to knead dough. 2. Anything of the consistency of such paste. To have one's cake dough. See under Cake.
dough-baked |Imperfectly baked; hence, not brought to perfection; unfinished; also, of weak or dull understanding. [Colloq.] Halliwell.
dough-faced |Easily molded; pliable.
dough-kneaded |Like dough; soft. He demeans himself . . . like a dough-kneaded thing. Milton.
doughbird |The Eskimo curlew (Numenius borealis). See Curlew.
doughface |A contemptuous nickname for a timid, yielding politician, or one who is easily molded. [Political cant, U. S.]
doughfaceism |The character of a doughface; truckling pliability.
doughiness |The quality or state of being doughy.
doughnut |A small cake (usually sweetened) fried in a kettle of boiling lard.
doughtily |In a doughty manner.
