earthworm |1. (Zoöl.)  Any worm of the genus Lumbricus and allied genera, found in damp soil. One of the largest and most abundant species in Europe and America is L. terrestris; many others are known; -- called also angleworm and dewworm. 2. A mean, sordid person; a niggard. Norris.
earthy |1. Consisting of, or resembling, earth; terrene; earthlike; as, earthy matter. How pale she looks, And of an earthy cold! Shak. All over earthy, like a piece of earth. Tennyson. 2. Of or pertaining to the earth or to, this world; earthly; terrestrial; carnal. [R.] \"Their earthy charge.\" Milton. The first man is of the earth, earthy; the second man is from heaven. As is the earthy, such are they also that are earthy. 1 Cor. xv. 47, 48 (Rev. Ver. ) Earthy spirits black and envious are. Dryden. 3. Gross; low; unrefined. \"Her earthy and abhorred commands.\" Shak. 4. (Min.)  Without luster, or dull and roughish to the touch; as, an earthy fracture.
earwax |See Cerumen.
earwig |1. (Zoöl.)  Any insect of the genus Forticula and related genera, belonging to the order Euplexoptera. 2. (Zoöl.)  In America, any small chilopodous myriapod, esp. of the genus Geophilus. Note: Both insects are so called from the supposition that they creep into the human ear. 3. A whisperer of insinuations; a secret counselor. Johnson.\n\nTo influence, or attempt to influence, by whispered insinuations or private talk. \"No longer was he earwigged by the Lord Cravens.\" Lord Campbell.
earwitness |A witness by means of his ears; one who is within hearing and does hear; a hearer. Fuller.
ease |1. Satisfaction; pleasure; hence, accommodation; entertainment. [Obs.] They him besought Of harbor and or ease as for hire penny. Chaucer. 2. Freedom from anything that pains or troubles; as: (a) Relief from labor or effort; rest; quiet; relaxation; as, ease of body. Usefulness comes by labor, wit by ease. Herbert. Give yourself ease from the fatigue of watching. Swift. (b) Freedom from care, solicitude, or anything that annoys or disquiets; tranquillity; peace; comfort; security; as, ease of mind. Among these nations shalt thou find no ease. Deut. xxviii. 65. Take thine ease, eat, drink, and be merry. Luke xii. 19. (c) Freedom from constraint, formality, difficulty, embarrassment, etc.; facility; liberty; naturalness; -- said of manner, style, etc.; as, ease of style, of behavior, of address. True ease in writing comes from art, not chance. Pope. Whate'er he did was done with so much ease, In him alone 't was natural to please. Dryden. At ease, free from pain, trouble, or anxiety. \"His soul shall dwell at ease.\" Ps. xxv. 12. -- Chapel of ease. See under Chapel. -- Ill at ease, not at ease, disquieted; suffering; anxious. -- To stand at ease (Mil.), to stand in a comfortable attitude in one's place in the ranks. -- With ease, easily; without much effort. Syn. -- Rest; quiet; repose; comfortableness; tranquility; facility; easiness; readiness.\n\n1. To free from anything that pains, disquiets, or oppresses; to relieve from toil or care; to give rest, repose, or tranquility to; - - often with of; as, to ease of pain; ease the body or mind. Eased [from] the putting off These troublesome disguises which we wear. Milton. Sing, and I 'll ease thy shoulders of thy load. Dryden. 2. To render less painful or oppressive; to mitigate; to alleviate. My couch shall ease my complaint. Job vii. 13. 3. To release from pressure or restraint; to move gently; to lift slightly; to shift a little; as, to ease a bar or nut in machinery. 4. To entertain; to furnish with accommodations. [Obs.] Chaucer. To ease off, To ease away (Naut.), to slacken a rope gradually. -- To ease a ship (Naut.), to put the helm hard, or regulate the sail, to prevent pitching when closehauled. -- To ease the helm (Naut.), to put the helm more nearly amidships, to lessen the effect on the ship, or the strain on the wheel rope. Ham. Nav. Encyc. Syn. -- To relieve; disburden; quiet; calm; tranquilize; assuage; alleviate; allay; mitigate; appease; pacify.
easeful |Full of ease; suitable for affording ease or rest; quiet; comfortable; restful. Shak. -- Ease\"ful*ly, adv. -- Ease\"ful*ness, n.
easel |A frame (commonly) of wood serving to hold a canvas upright, or nearly upright, for the painter's convenience or for exhibition. Easel picture, Easel piece, a painting of moderate size such as is made while resting on an easel, as distinguished from a painting on a wall or ceiling.
easeless |Without ease. Donne.
easement |1. That which gives ease, relief, or assistance; convenience; accommodation. In need of every kind of relief and easement. Burke. 2. (Law)  A liberty, privilege, or advantage, which one proprietor has in the estate of another proprietor, distinct from the ownership of the soil, as a way, water course, etc. It is a species of what the civil law calls servitude. Kent. 3. (Arch.)  A curved member instead of an abrupt change of direction, as in a baseboard, hand rail, etc.
